person_mal_id,position,anime_mal_id
1,Theme Song Performance,3080
1,Inserted Song Performance,15699
1,Theme Song Performance (OP),247
1,Theme Song Performance,258
1,Theme Song Performance (ED),34825
1,Theme Song Performance (Opening),1628
1,Theme Song Performance,4560
1,Theme Song Performance (ED),30016
1,Theme Song Performance (ED),34414
1,Theme Song Performance,1027
1,Theme Song Performance (TV OP),11813
1,Theme Song Performance,9863
1,Theme Song Performance,447
1,Theme Song Performance,446
1,Theme Song Performance,1024
2,Theme Song Performance,59406
2,Theme Song Performance (ED),32483
2,Theme Song Performance,33798
2,Theme Song Performance (ED 3),59
2,Theme Song Performance,42571
2,Inserted Song Performance (ep 133),918
2,Theme Song Performance (ED6),11013
2,Inserted Song Performance (ep 19),14765
2,Inserted Song Performance (7),14467
2,Theme Song Performance,9712
2,"Theme Song Performance (OP2, ED1)",59632
2,Inserted Song Performance (ep 12),6712
2,Theme Song Performance (ED),38707
2,Theme Song Performance (ED 5),1037
2,Theme Song Performance,31540
2,Theme Song Performance (ED 8),9863
2,Theme Song Performance,5118
3,Theme Song Performance,411
3,Theme Song Performance (ED 3),10491
3,Theme Song Performance (ED),191
3,Theme Song Performance,15651
3,Theme Song Performance (ED),1772
4,Theme Song Performance (ED10),4744
4,Inserted Song Performance,1535
4,Theme Song Performance,15
4,Theme Song Performance (ED),12049
4,Theme Song Performance (ED),9982
4,Theme Song Performance,18393
4,Theme Song Performance,1858
4,Theme Song Performance,1600
4,Theme Song Performance,1988
4,Theme Song Performance,4550
4,Theme Song Performance (ED 1-2),588
4,Theme Song Performance,1887
4,Theme Song Performance (OP),17637
4,Theme Song Performance,26351
4,Theme Song Performance,30379
4,Theme Song Performance (ED),3673
4,Theme Song Performance (ED),4719
4,Theme Song Performance,941
4,Theme Song Performance (ED),6500
4,Theme Song Performance,9202
4,Theme Song Performance,26159
4,Theme Song Performance,7311
4,"Theme Song Performance (OP2, ED1-2), Inserted Song Performance (ep 12)",849
4,"Theme Song Performance (OP, ED)",4382
4,Theme Song Performance,5118
4,Inserted Song Performance,4720
4,Theme Song Performance,4038
4,Theme Song Performance (OP),7745
5,Theme Song Performance,15605
5,Theme Song Performance,25437
5,Theme Song Performance,3389
5,Theme Song Performance (ED),36934
5,Theme Song Performance,11703
5,Theme Song Performance,15633
5,Theme Song Performance,26349
5,Theme Song Performance,29067
5,Inserted Song Performance,1132
5,Theme Song Performance,22265
5,Theme Song Performance (ED),35191
5,"Theme Song Lyrics (ED), Theme Song Performance (ED)",32648
5,Theme Song Performance (ED),36220
5,Inserted Song Performance (ep 19),14765
5,Theme Song Performance,10568
5,Theme Song Performance,31174
5,Theme Song Performance (ED2),35067
5,Theme Song Performance (ED2),42391
5,Theme Song Performance,32026
5,Theme Song Performance (ED),34238
5,Theme Song Performance,30240
5,Theme Song Performance,1037
5,Theme Song Performance,7705
5,Theme Song Performance,41132
5,Theme Song Performance (TV OP),12029
5,Theme Song Performance,1648
5,"Theme Song Performance, Inserted Song Performance",10321
5,"Theme Song Performance, Inserted Song Performance",12711
5,"Theme Song Performance, Inserted Song Performance",19251
5,Theme Song Performance,31178
5,"Theme Song Performance, Inserted Song Performance",21439
5,Inserted Song Performance,52573
5,Theme Song Performance,35645
5,"Theme Song Performance, Inserted Song Performance",48573
5,Theme Song Performance (ED),33966
5,Theme Song Performance (OP),55528
6,Theme Song Performance,2537
6,"Theme Song Performance, Inserted Song Performance",23037
6,Theme Song Performance,11241
6,Theme Song Performance (ED3),34552
6,"Theme Song Performance (OP2), Inserted Song Performance",51293
6,Theme Song Performance,2238
6,Theme Song Performance,747
6,Theme Song Performance (OP),34292
6,Theme Song Performance (OP),2737
6,Theme Song Performance,40845
6,Theme Song Performance,2153
6,Theme Song Performance (ED1),1037
6,"Theme Song Performance (OP, ED6)",35251
6,Theme Song Performance (OP),37662
6,Theme Song Performance,12815
6,Inserted Song Performance,33362
6,Theme Song Performance,13843
8,"Theme Song Performance (ED1, ED4)",4744
8,Theme Song Performance (ED),693
8,Theme Song Performance,982
8,Theme Song Performance,29067
8,Theme Song Performance,74
8,Theme Song Performance,15699
8,Theme Song Performance,14653
8,Theme Song Performance,16982
8,Theme Song Performance,4192
8,Theme Song Performance (ED),28883
8,Theme Song Performance (ED),15377
8,Theme Song Performance (ED),8277
8,Theme Song Performance,10217
8,Theme Song Performance (ED),27997
8,Theme Song Performance,5914
8,Theme Song Performance,3464
8,"Theme Song Performance, Inserted Song Performance",12237
8,Theme Song Performance (OP),7148
8,Theme Song Performance (OP),56923
8,Theme Song Performance (OP3),10588
8,Theme Song Performance,21073
8,Theme Song Performance (ED3),15649
8,Theme Song Performance (ED),6633
8,Inserted Song Performance (ep 10),57325
8,Theme Song Performance,2369
8,Theme Song Performance,197
8,"Inserted Song Performance (ep 7, 13)",2993
8,"Inserted Song Performance (ep 1,3, 5)",4214
8,"Theme Song Performance (ED1, ED3)",5671
8,"Inserted Song Performance (""Secret Princess"")",5262
8,Theme Song Performance,19843
8,"Theme Song Performance, Inserted Song Performance",10278
8,"Theme Song Performance, Inserted Song Performance",17437
8,"Theme Song Performance, Inserted Song Performance",14835
8,Theme Song Performance,11889
8,"Theme Song Performance (OP1, ED2)",4224
8,Theme Song Performance,11553
8,Theme Song Performance,1744
8,Theme Song Performance (ED),1195
8,Theme Song Performance (ED),11319
8,Theme Song Performance,1840
8,Theme Song Performance,3712
8,Theme Song Performance,5764
9,"Inserted Song Performance (ep. 21, 40, 46)",530
9,Theme Song Performance (ED),40024
9,Theme Song Performance (ED),40429
9,Inserted Song Performance,2937
9,"Theme Song Performance (ED), Inserted Song Performance",531
9,Theme Song Performance (ED),532
9,Theme Song Performance (ED),870
9,Inserted Song Performance,2759
9,Theme Song Performance (ED),2081
9,Theme Song Performance (OP),1060
11,Theme Song Performance (OP & ED),3763
11,Theme Song Performance (OP),3638
11,"Theme Song Performance (ep 10, ep 33 ED)",28149
11,Inserted Song Performance (Change! Shinkalion),36531
11,Theme Song Performance (OP & ED),3762
11,Theme Song Performance (ED 6),33064
12,Script,552
12,Script,1313
12,Script,874
12,Script,1137
12,Script,20
12,Script,1710
12,Script,2108
13,Theme Song Performance (ED 2),660
13,Theme Song Performance (OP),44248
13,Theme Song Performance (ED 2),456
13,"Theme Song Performance (OP/ED ""ep 51"")",246
13,Theme Song Performance (OP),488
13,Theme Song Performance (OP),4811
13,Theme Song Performance (OP),1888
13,Theme Song Performance,3464
13,Theme Song Performance (ED 2),146
13,Theme Song Performance (OP),7148
13,Theme Song Performance,276
13,Theme Song Performance,277
13,Theme Song Performance,470
13,Theme Song Performance (ep 4 ED),675
13,"Theme Song Composition (OP), Theme Song Performance (OP)",328
13,Theme Song Performance (OP),327
13,Theme Song Performance (ED),4719
13,Theme Song Performance (ED),397
13,Theme Song Performance (ED 10),2245
13,Theme Song Performance (ED),472
13,Theme Song Performance (ED),943
13,Theme Song Performance (ED 2),1382
14,"Theme Song Performance (OP, ED)",306
14,Theme Song Performance (ED1),2839
14,"Theme Song Lyrics (OP, ED1, ED2), Theme Song Performance (OP, ED1, ED2)",231
14,Theme Song Performance (OP),495
14,Theme Song Performance (ED),808
14,"Theme Song Performance (OP1, OP2, ED1, ED2)",373
14,"Theme Song Performance (OP & ED), Inserted Song Performance",375
14,Theme Song Performance,374
14,Theme Song Performance (ED),998
14,"Theme Song Performance (OP, ED)",2813
14,Inserted Song Performance,3784
14,Theme Song Performance,1858
14,Theme Song Performance,3219
14,Theme Song Performance,258
14,Theme Song Performance,1184
14,Theme Song Performance,189
14,Theme Song Performance (ED),1437
14,Theme Song Performance,12053
14,Theme Song Performance,6492
14,Theme Song Performance,1975
14,Theme Song Performance,40112
14,Theme Song Performance,31231
14,Theme Song Performance,23029
14,Theme Song Performance,210
14,Theme Song Performance,573
14,Theme Song Performance,1191
14,Theme Song Performance,1231
14,Theme Song Performance,1232
14,"Theme Song Performance (OP 1 and 2, ED 1 and 2)",154
14,Theme Song Performance (OP & ED),42205
14,Inserted Song Performance,3861
14,Theme Song Performance (ED 7-8),30
14,Theme Song Performance,28735
14,Theme Song Performance (OP),33095
14,"Theme Song Performance (OP, ED)",534
14,"Theme Song Performance (OP, ED1, ED2)",5233
14,Theme Song Performance,1171
14,Theme Song Performance (ED),867
14,Theme Song Performance (ED),868
14,"Theme Song Performance (OP), Inserted Song Performance",535
14,Theme Song Performance,866
14,Theme Song Performance,869
14,Theme Song Performance,4028
14,"Theme Song Performance (ED1), Inserted Song Performance",1170
14,"Theme Song Performance (OP, ED1)",1172
14,Theme Song Performance,536
14,Theme Song Performance (ED),1006
14,Inserted Song Performance,2113
14,Inserted Song Performance,2114
15,Inserted Song Performance,3690
15,Inserted Song Performance,552
15,Inserted Song Performance,1132
15,Theme Song Performance (ED 7),5231
15,Theme Song Performance (Ending),9032
15,Theme Song Performance (ED 4),1604
15,Theme Song Performance (ED2),60185
15,Theme Song Performance (OP 1),1138
15,Theme Song Performance,2248
15,Theme Song Performance (Kuromi Version),2489
15,"Theme Song Performance (ED2, ED3)",5938
16,Theme Song Performance (ED),5060
16,Theme Song Performance (ED),7337
17,Theme Song Performance (ED),247
17,Inserted Song Performance (Ep.06),10721
17,Theme Song Performance (OP (Narrative)),37662
19,Script ([English Dub]),369
19,Script ([English Dub]),1441
19,Script ([English Dub]),267
19,ADR Director,509
19,Script ((English Dub)),145
19,Script ((English Dub)),527
19,"Script ([English Dub]), ADR Director",167
19,"Script (English dub), ADR Director",3817
19,ADR Director,7
20,Theme Song Performance (ED),32483
20,Theme Song Performance,33798
20,"Theme Song Performance (OP2), Inserted Song Performance",51293
20,Theme Song Performance (ED1),37105
20,Theme Song Performance (OP),39030
20,Theme Song Performance (ED),5060
20,Theme Song Performance (ED),7337
20,Theme Song Performance,8479
20,Theme Song Performance (ED (ep 3)),36754
20,Theme Song Performance (OP),20971
20,Theme Song Performance (ED2),3656
20,Inserted Song Performance,51415
20,Theme Song Performance (OP),41250
20,Theme Song Performance,30240
20,"Theme Song Performance (OP, ED2)",35251
20,Theme Song Performance,12815
20,Inserted Song Performance,36536
21,Theme Song Performance (OP & ED),6073
21,Theme Song Performance (ED),57719
21,ADR Director,598
21,Sound Director,1058
21,Sound Director,511
21,Theme Song Performance (ED3),31174
21,Theme Song Performance (ED2),42391
21,Sound Director,1098
21,Theme Song Performance (ED),3762
21,Theme Song Performance (ED2),47777
21,Sound Director,479
22,Inserted Song Performance,1683
22,Theme Song Performance (ED),747
22,Theme Song Performance (ED),3227
22,Theme Song Performance (ED),247
22,Theme Song Performance (ED1),56230
22,"Theme Song Arrangement (ED), Theme Song Performance (Ending)",335
22,Theme Song Performance,17074
22,Theme Song Performance (ED),746
22,Theme Song Performance,31231
22,"Theme Song Composition (ED2), Theme Song Lyrics (ED2), Theme Song Performance (ED2)",1493
22,"Theme Song Performance (OP, ED)",1024
22,Inserted Song Performance (ep. 9),16241
24,Theme Song Performance (ED),5990
24,Inserted Song Performance,24997
24,Theme Song Composition (OP5) Airing,235
24,Inserted Song Performance,1367
24,Inserted Song Performance,1505
24,Inserted Song Performance,1506
24,Inserted Song Performance,21707
24,Inserted Song Performance,12863
24,Theme Song Performance,1493
24,Theme Song Performance,210
24,Theme Song Performance (ED4),1007
24,"Theme Song Performance (ED4), Inserted Song Performance",11751
24,Theme Song Performance (ED5),32836
24,Theme Song Performance (ED4),15793
24,Theme Song Performance (ED4),21573
24,"Theme Song Arrangement, Theme Song Composition",2728
25,Theme Song Performance,59406
25,Theme Song Performance (ED1),37105
25,Theme Song Performance,5060
25,Theme Song Performance (ED),7337
25,Theme Song Performance,8479
25,Theme Song Performance (OP),20431
25,Inserted Song Performance,39538
25,Theme Song Performance,31804
25,Theme Song Performance (ED8),3577
25,"Inserted Song Performance (eps 4, 8)",5597
25,"Inserted Song Performance (eps 1, 5, 12-13)",6712
25,Theme Song Performance,31772
25,Theme Song Performance (OP),6979
25,Theme Song Performance,18179
27,Theme Song Performance (ED),5578
27,Theme Song Performance (OP&ED),7817
27,"Theme Song Performance (ED1, ED3, OP1)",10578
27,Theme Song Performance,36976
27,Theme Song Performance,26349
27,Theme Song Performance,29067
27,Theme Song Performance (ED),1629
27,Theme Song Performance (OP/ED),383
27,Theme Song Performance (OP/ED),653
27,Theme Song Performance (OP/ED 2),655
27,Theme Song Performance (OP/ED),652
27,Inserted Song Performance (Minami Minase),61274
27,Theme Song Performance,456
27,Theme Song Performance (OP),15225
27,Inserted Song Performance (ep 19),41006
27,Theme Song Performance,10491
27,Theme Song Performance,36593
27,"Theme Song Performance (OP), Inserted Song Performance",33012
27,Theme Song Performance,588
27,Theme Song Performance (ED2),3805
27,Theme Song Performance (ED),10217
27,"Theme Song Performance (ED ep 11), Inserted Song Performance (eps 9, 12)",667
27,Theme Song Performance (ED5),6594
27,Theme Song Performance (ED),10076
27,Theme Song Performance (OP),48643
27,Theme Song Performance (OP),37254
27,Theme Song Performance (ED),34338
27,Theme Song Performance (ED),76
27,Theme Song Performance (ED),77
27,Theme Song Performance (ED),1915
27,Theme Song Performance (ED),25939
27,Inserted Song Performance,35984
27,Inserted Song Performance,17947
27,Theme Song Performance (ED),4985
27,Theme Song Performance (ED),10153
27,Inserted Song Performance,36902
27,Theme Song Performance (OP),2367
27,"Theme Song Performance, Inserted Song Performance",18095
27,Theme Song Performance (ED 1),42206
27,"Theme Song Performance, Inserted Song Performance (ep 7, 10)",8769
27,Theme Song Performance (OP&ED),14749
27,Theme Song Performance (OP 1),607
27,Theme Song Performance (OP),402
27,Inserted Song Performance,19365
27,"Inserted Song Performance (eps. 10, 12)",50738
27,Inserted Song Performance,18179
28,Theme Song Performance (OP 5),5081
28,Theme Song Performance (ED 3),348
28,Inserted Song Performance,25731
28,"Theme Song Performance (ED), Inserted Song Performance (ep 5, 11, 13)",10155
28,Theme Song Performance (ED),11783
28,Theme Song Performance (ED),16385
28,Theme Song Performance (OP),9330
28,Theme Song Performance (OP & ED 5),5670
28,Theme Song Performance (OP),6959
28,Theme Song Performance (ED 2),1858
28,Theme Song Performance,17895
28,"Theme Song Performance (OP & ED 4), Inserted Song Performance (ep 2)",10491
28,Theme Song Performance (ED2),40961
28,Theme Song Performance (OP),940
28,Theme Song Performance (ED),598
28,Theme Song Performance (ED),636
28,Theme Song Performance,16904
28,Theme Song Performance (OP),27991
28,Theme Song Performance (ED),5914
28,"Theme Song Performance (ED 5), Inserted Song Performance (ep 9)",667
28,Theme Song Performance (ED),10076
28,Theme Song Performance,31566
28,Theme Song Performance (OP1),32268
28,Theme Song Performance (OP & ED),1660
28,"Theme Song Performance (OP & ED 1, 3)",190
28,Theme Song Performance (ED),191
28,"Theme Song Performance (OP 3, 7 & ED 4)",157
28,Inserted Song Performance,7135
28,Theme Song Performance,31884
28,Theme Song Performance (ED),54717
28,Theme Song Performance (ED2),10721
28,"Original Character Design, Theme Song Performance, Inserted Song Performance",20033
28,Original Character Design,30384
28,Original Character Design,31560
28,"Original Character Design, Theme Song Performance",28179
28,"Original Character Design, Inserted Song Performance",24713
28,Theme Song Performance,34243
28,Theme Song Performance,21649
28,Theme Song Performance (OP1),17074
28,"Theme Song Performance (OP & ED 1, 3)",1722
28,"Theme Song Performance (ED3), Inserted Song Performance (ep 2)",5597
28,"Theme Song Performance (ED1), Inserted Song Performance (eps 3, 9, 11)",6712
28,"Theme Song Performance (OP 2 & ED 3, 13)",1546
28,Theme Song Performance (OP),9934
28,Theme Song Performance (OP),10936
28,Theme Song Performance (OP),15689
28,Theme Song Performance (ED 2),8476
28,Theme Song Performance (ED),11179
28,Theme Song Performance (ED),17875
28,Theme Song Performance (ED),12673
28,Theme Song Performance (ED 3),10588
28,Theme Song Performance (ED),1944
28,Theme Song Performance (OP 1 & ED 1),980
28,Theme Song Performance (ED),51837
28,Theme Song Performance (OP 1 & ED 4-5),24
28,Theme Song Performance (OP & ED 2),4015
28,Theme Song Performance (OP),517
28,Inserted Song Performance,32836
28,Inserted Song Performance,15793
28,Inserted Song Performance,32843
28,Theme Song Performance (ED),42351
28,Theme Song Performance (ED2),42205
28,Theme Song Performance (ED2),38843
28,Inserted Song Performance,23151
28,Theme Song Performance (OP & ED),836
28,Theme Song Performance (OP 1),835
28,Inserted Song Performance,29163
28,Theme Song Performance,24819
28,Theme Song Performance (OP 1-2 & ED 1-2),4224
28,Theme Song Performance (OP & ED),11553
29,Theme Song Performance (ED),2693
29,Theme Song Performance (OP/ED),383
29,Theme Song Performance (OP/ED),653
29,Theme Song Performance (OP/ED 2),655
29,Theme Song Performance (OP/ED),652
29,Inserted Song Performance (ep 19),41006
29,Theme Song Performance,10491
29,Theme Song Performance,2072
29,Theme Song Performance,4928
29,Theme Song Performance (OP),2081
29,Theme Song Performance,3442
29,Inserted Song Performance (ep 2),1383
30,Theme Song Performance,3080
30,Theme Song Performance,3227
30,"Theme Song Performance, Inserted Song Performance",54118
30,Theme Song Performance (ED (Re:vale)),37962
30,Inserted Song Performance,45577
30,Theme Song Performance (ED),34825
30,Theme Song Performance,2143
30,Theme Song Performance (ED2),21755
30,Theme Song Performance,2031
30,Inserted Song Performance,23151
30,"Theme Song Performance (ED 3, 4, 7, 8, 11), Inserted Song Performance (ep. 10)",5958
30,Theme Song Performance,8407
30,Inserted Song Performance,33362
30,Theme Song Performance (ep 2),5751
30,Theme Song Performance,995
30,Theme Song Performance (ED),34863
31,Theme Song Performance (ED),591
31,Theme Song Performance (ED),886
31,Theme Song Performance,590
31,Theme Song Performance,1808
31,Theme Song Performance,6594
31,Theme Song Performance (ED),57217
31,Theme Song Performance,31566
31,Theme Song Performance (OP & ED),7148
31,Theme Song Performance (ED),54738
31,Theme Song Performance (ED 1),8476
31,Theme Song Performance,16397
31,Theme Song Performance,18119
31,Theme Song Performance (OP1),25835
31,"Theme Song Performance (OP1, ED1)",28105
31,Theme Song Performance,855
31,Theme Song Performance (ED),817
31,Theme Song Performance (OP),5141
31,Theme Song Performance,1744
32,Theme Song Performance,1858
32,Theme Song Performance,4872
32,Theme Song Performance (ED),1591
32,Inserted Song Performance,7135
32,Theme Song Performance (OP),6050
32,Theme Song Performance (Episode 9),9756
32,Inserted Song Performance (ep 1),5597
32,"Theme Song Performance (ED1), Inserted Song Performance (eps 1, 9, 11)",6712
32,Theme Song Performance (ED),2605
32,Theme Song Performance (OP),37662
32,Theme Song Performance,3228
34,Inserted Song Performance,24031
34,Theme Song Performance (13-24),2795
34,Theme Song Performance,31566
34,Theme Song Performance,4903
34,Theme Song Performance,6379
34,Inserted Song Performance,7135
34,Theme Song Performance (OP),6050
34,Theme Song Performance,5030
34,Theme Song Performance,9712
34,Theme Song Performance,10679
34,Theme Song Performance (ED),30307
34,Inserted Song Performance (ep 12),6712
34,Theme Song Performance (English ED1),1546
34,Inserted Song Performance,50380
34,Theme Song Performance,1724
34,Inserted Song Performance,6974
34,Theme Song Performance (ED),15119
34,Theme Song Performance,3228
36,ADR Director,31646
36,ADR Director,269
36,ADR Director,1686
36,ADR Director,514
36,ADR Director,552
36,ADR Director (English),18443
36,ADR Director,30738
36,ADR Director,19115
36,ADR Director,40839
36,ADR Director (Bandai Visual ),1096
36,ADR Director (Bandai Visual ),1095
36,ADR Director,1660
36,ADR Director,189
36,ADR Director,190
36,ADR Director,191
36,ADR Director,192
36,ADR Director,16067
36,ADR Director,39235
36,ADR Director,35777
36,ADR Director,23233
36,ADR Director,29027
36,ADR Director,113
36,ADR Director,30850
36,ADR Director,347
38,Theme Song Performance (ED),1214
38,Theme Song Performance (OP),710
38,Theme Song Performance (OP),1847
40,Theme Song Performance (ED),693
40,Theme Song Performance (OP & ED),10258
40,Theme Song Performance (OP & ED1),981
40,Theme Song Performance (OP),642
40,Theme Song Performance (OP),488
40,Theme Song Performance (OP),4811
40,Theme Song Performance (OP),1888
40,Inserted Song Performance,10804
40,Theme Song Performance (ED),228
40,Theme Song Performance (ED),1594
40,Theme Song Performance (ED),3713
40,Theme Song Performance (ED),34966
40,Theme Song Performance (ED1),56230
40,Theme Song Performance (ED2),3805
40,Theme Song Performance (ED),10217
40,Inserted Song Performance,56538
40,Theme Song Performance (OP),148
40,"Theme Song Performance (OP, ED1)",837
40,Inserted Song Performance,7135
40,Theme Song Performance (OP),6050
40,Inserted Song Performance (Ep.04),10721
40,Theme Song Performance (OP5 & ED4),1546
40,Theme Song Performance (ED),1732
40,Theme Song Performance (ED),3467
40,Theme Song Performance (ED),6023
40,Theme Song Performance (ED),4719
40,Theme Song Performance (ED),8456
40,Theme Song Performance (ED2),846
40,Theme Song Performance (ED),4015
40,Theme Song Performance (OP),5141
40,Script (ep 21),2105
40,Theme Song Performance (ED),935
40,Inserted Song Performance (ep 3),3712
43,ADR Director (ep. 19-20),1818
43,Theme Song Performance,61
43,Theme Song Performance (OP),225
43,"Theme Song Performance (OP, English Version)",6033
43,ADR Director,35076
43,Script (Conversations with SSS),252
43,"Theme Song Performance (OP, English Version) Airing",21
43,Theme Song Lyrics (Ending),853
44,Theme Song Performance,2495
44,Theme Song Performance (ED),831
44,Theme Song Performance (ED 2),145
44,Theme Song Performance (OP),1070
44,Theme Song Performance (ED),952
44,Theme Song Performance,361
44,Theme Song Performance (ED),816
44,"Theme Song Performance (Vocals, end theme)",800
44,Script (ep 34),3424
44,Theme Song Performance (OP),327
44,Theme Song Performance (ED 11),2245
44,"Script (eps 11, 13, 22)",2105
46,Theme Song Performance (OP),1070
46,Inserted Song Performance,7135
46,Theme Song Performance,16718
47,"Theme Song Lyrics ((OP)), Theme Song Performance ((OP))",1498
47,Theme Song Performance (OP),3227
47,Theme Song Performance (OP),247
47,Theme Song Performance ((OP),33788
47,"Theme Song Composition ((ED)), Theme Song Lyrics ((ED)), Theme Song Performance ((ED))",1738
47,Theme Song Performance (ED),11371
47,Theme Song Performance (ED),13245
47,Theme Song Performance (ED3),5751
49,Theme Song Performance (OP),1070
50,Theme Song Performance (Love & Peace),2074
50,Theme Song Performance (OP / ED),5200
51,"Theme Song Performance, Inserted Song Performance",9776
51,"Theme Song Performance, Inserted Song Performance",11339
51,Theme Song Performance,10737
51,Theme Song Performance (OP),12291
51,Theme Song Performance,11541
51,Theme Song Performance,2786
51,"Theme Song Performance (OP, ED)",5973
51,Theme Song Performance,25159
51,Theme Song Performance (OP & ED),1887
51,Theme Song Performance,19825
51,Theme Song Performance (ED),27709
51,Inserted Song Performance,34474
52,Theme Song Performance,11541
52,Theme Song Performance (ED eps 4 & 6),4744
52,Theme Song Performance (ED2),6347
52,Theme Song Performance (OP2),5081
52,Theme Song Performance (OP ep 4),10396
52,Theme Song Performance,25159
52,Theme Song Performance (OP),37210
52,Theme Song Performance (OP3),32268
52,Theme Song Performance (OP & ED),1887
52,Theme Song Performance (OP),17637
52,Theme Song Performance (OP2),17074
52,Theme Song Performance (ED),6030
52,Inserted Song Performance,57993
52,Theme Song Performance (OP),56175
52,Theme Song Performance (OP1),35247
52,Inserted Song Performance,21707
52,"Theme Song Performance ((ED3)), Inserted Song Performance",17249
52,Theme Song Performance,19825
52,Theme Song Performance,19843
53,Inserted Song Performance (EP 9),6166
53,Theme Song Performance (OP),14237
53,Theme Song Performance,6645
53,Inserted Song Performance,19163
53,Inserted Song Performance,24655
53,"Theme Song Performance (Special ED), Inserted Song Performance",31931
53,Theme Song Performance,4725
53,Inserted Song Performance (ep 11),1858
53,Theme Song Performance,5859
53,"Theme Song Performance (OP), Inserted Song Performance",18153
53,Theme Song Performance,28675
53,Inserted Song Performance,21241
53,Theme Song Performance,23385
53,Theme Song Performance (OP),10456
53,Theme Song Performance (OP),12487
53,Theme Song Performance (ED),38046
53,Theme Song Performance (OP),671
53,Theme Song Performance (ED),1561
53,Theme Song Performance (OP) Not Yet Aired,54344
53,Theme Song Performance,2963
53,Theme Song Performance,5713
53,Theme Song Performance,20221
53,Theme Song Performance,5162
53,Theme Song Performance,3225
53,Theme Song Performance,14575
53,"Theme Song Performance, Inserted Song Performance",14511
53,Theme Song Performance,26351
53,Theme Song Performance,30379
53,Theme Song Performance,21177
53,Theme Song Performance,14199
53,Theme Song Performance,15651
53,"Theme Song Performance, Inserted Song Performance",23309
53,Theme Song Performance (ED),27709
53,Theme Song Performance (ED 2),1167
53,"Theme Song Performance (OP/ED), Inserted Song Performance",39931
53,Inserted Song Performance,6974
53,Theme Song Performance (ED),6500
53,Theme Song Performance,9202
53,Theme Song Performance,17849
53,Theme Song Performance (OP),16524
53,Theme Song Performance (OP),19211
53,Theme Song Performance (ED),7311
53,Theme Song Performance (ED1),849
53,Theme Song Performance (ED),4382
53,Theme Song Performance,5118
53,Theme Song Performance,174
53,Theme Song Performance (OP/ED),3287
53,Theme Song Performance (TV OP),12029
53,Theme Song Performance (ED),33352
53,Theme Song Performance (ED),39741
53,Theme Song Performance (ED),37095
54,Theme Song Performance (ED),7580
54,Theme Song Performance (OP & ED),1887
54,Theme Song Performance,6030
54,"Theme Song Performance, Inserted Song Performance",31174
54,Theme Song Performance (ED),42391
54,Theme Song Performance,38201
54,Theme Song Performance,4063
54,Theme Song Performance,5277
54,Theme Song Performance,12815
54,Theme Song Performance (ED3),5307
54,Theme Song Performance (ED),48365
56,"Theme Song Performance (ep 9, 10, 11, 12)",8676
56,Theme Song Performance,1887
56,Theme Song Performance (ED5),10165
57,Theme Song Performance (OP/ED),2986
57,Theme Song Performance,58
57,Theme Song Performance (ED),1627
57,Theme Song Performance (ED2),411
57,Theme Song Performance (ED),247
57,Theme Song Performance,20457
57,Theme Song Performance (ED),218
57,"Theme Song Performance (""Shinkai no Kodoku"")",94
57,Theme Song Performance,5080
57,Theme Song Performance (ED 2),1172
58,Theme Song Performance,3702
58,Theme Song Performance (OP),1465
58,Theme Song Performance,190
58,Theme Song Performance,1196
58,Theme Song Performance,7761
58,Theme Song Performance,2518
58,Theme Song Performance,4056
58,Theme Song Performance (OP),60446
58,Theme Song Performance,1493
60,Theme Song Performance (ED),4744
60,Theme Song Performance (Seiyuu Quartet: 2 Insert Songs),109
60,"Theme Song Performance (ED 1, ED 2), Inserted Song Performance (ep 26 - ""I hear you everywhere"")",59
60,"Theme Song Performance (ED 2 - ""DUAL!"" by MITSUKI)",992
60,"Theme Song Performance (episode 6 ED ""Yasashii Jikan no Naka de"")",3167
60,Theme Song Performance (ED),1465
60,Theme Song Performance (OP),403
60,Theme Song Performance,797
60,Theme Song Performance (OP),649
60,"Theme Song Performance (Insert song (ep10, 20, 29))",2026
60,Theme Song Performance,16982
60,Theme Song Performance (as Lacus Clyne),93
60,"Theme Song Performance (as Lacus Clyne, Meer Campbell)",94
60,"Theme Song Performance (Lacus Clyne - ""Fields of Hope"")",1241
60,Theme Song Performance,2743
60,Theme Song Performance,554
60,Theme Song Performance,555
60,Theme Song Performance,557
60,Theme Song Performance,556
60,Theme Song Performance,9936
60,Theme Song Performance (ED),337
60,Theme Song Performance,23725
60,Theme Song Performance (ED),1127
60,Theme Song Performance (ED),1128
61,"Inserted Song Performance (eps 18, 19)",962
61,Theme Song Performance (OP1),5081
61,Theme Song Performance (ED2),456
61,Theme Song Performance (ED9),6574
61,Theme Song Performance,18247
61,Theme Song Performance,21653
61,Theme Song Performance (Ending),3464
61,Inserted Song Performance (The songs of Aoi Kirisawa),1516
61,Inserted Song Performance (ep 13),5678
61,Theme Song Performance (OP2),32268
61,Inserted Song Performance (ep 9),10456
61,Inserted Song Performance (ep 8),1915
61,Theme Song Performance,17074
61,Theme Song Performance (OP8),1546
61,Theme Song Performance (OP1),11597
61,Theme Song Performance,18095
61,"Theme Song Performance (ED), Inserted Song Performance",57993
61,Theme Song Performance (OP),56175
61,Theme Song Performance,16397
61,Inserted Song Performance (ep 6),4214
61,Theme Song Performance (ED),17821
61,Theme Song Performance (ED eps 5 & 12),3667
