character_mal_id,nickname
226605,Gurumin
226605,Nidothing
226604,Onia
226574,Foreigner
226574,Sun of Nahui Mictlan
226574,Cuauhtli
226574,Feathered Serpent
226573,Lady Diamond
226572,Girl in Lab Coat
226568,Lilo Jr.
226561,Zero Corps Commander
226561,Demon Arut
226561,The Emperor's Dog
226550,Devil Babata
226545,The Lady with the Lamp
226525,Harghent the Still
226524,Alus the Star Runner
226444,Flute
226434,Mercenary King
226420,Stormy Weather
226356,Mr. Beautiful
226344,The Heisei Musashi
226328,Ruler
226327,The Priestess
226326,The Ultimate Warrior
226326,The Embodiment of Strong
226320,Omatsu no Kata
226319,Lady Tsukiyama
226317,Ieyasu Tokugawa
226317,Hajime
226314,Little Fox
226313,Fortune Teller
226305,Nobu
226305,The Fool of Owari
226304,Matsunaga Hisahide
226298,Dragon Queen of the East China Sea
226278,Brigand Boss
226275,Ryuu
226265,Mi
226255,Akemi
226224,Baek Joong-Hyuk
226224,The Hero of Kairo
226224,The Hidden Dragon
226171,Rika
226163,Q
226163,Kyuu
226163,Suzu Kyuu
226153,Nee-chan
226151,Class Rep
226151,Boss
226151,Chairman
226143,Demon King
226140,One-Eyed Dragon of Oshu
226135,Witch of Yore
226128,Hikotatsu
226121,Ludlow
226121,Mighty G
226121,Randoh
226118,Orla
226117,Carmen
226110,Titania
226107,Monster Lord
226104,Mujina
226091,Tachihara's Brother
226091,The Young Soldier
226059,Kei-chan
226041,Extra7
226040,Vanya
226025,Sniper-kun
226025,Otoutou-kun
226025,Lil' Bro
226004,Great King
226004,Lord of the Nine Thousandth Circle of Hell
226004,Lord of Hell
225960,Adult Woman
225918,Baobhan Sith
225862,Lapras
225848,Clayton
225845,Cap
225804,Bonyuu-chan
225796,Corpse
225796,Roland
225781,Guild Leader
225765,Plum Blossom Swordsman
225758,God
225732,Head of the Wind Clan
225732,Lord of Salisbury
225729,Ouka
225669,Joker
225663,Berserker
225663,Conqueror of the Wilderness
225644,Boss
225630,Emolga
225629,Swampert
225628,Marshtomp
225627,Sceptile
225626,Umbreon
225625,Espeon
225624,Dewgong
225620,The Gourmet Demon
225620,Kanan Zebel
225615,Qing Yan
225578,Ian
225569,Sia
225569,Cassia Greze
225560,Devil Reverse
225559,The Giant Hag
225554,Boss
225538,Klefki
225499,Lycanroc
225498,Rockruff
225496,Axew
225495,Conkeldurr
225494,Emboar
225493,Pignite
225492,Tepig
225491,Serperior
225490,Servine
225489,Snivy
225483,Hlökk
225457,Queen
225450,King
225437,Fal
225402,Čapek
225401,T-02
225350,Icy Maiden
225340,Maurina De Blande La Cloyan
225320,Infernape
225319,Monferno
225279,The Knight of Flame
225278,Copy-kun
225250,Fox of Calamity
225192,Yuuna
225183,Adel
225166,The King of Monaco
225139,Collimo
225137,Gureco
225126,Overdose Maiden
225115,Tsukkun
225114,Tsuzu
225099,Jo
225098,TJ
225097,Ian
225052,Original Princess of Eckhart
225052,Game MC
225052,Duke's Real Daughter
225052,Laila
225022,Slit-Mouthed Woman
225021,Queen-sensei
225019,Nessie
225019,Nessie
225015,Great Snake Lord
225004,Class Rep
225003,Acro-Silky
224992,Third Sleep Princess
224991,Fifth Pierrot
224972,Sharaku the Unteaching
224959,Lila
224958,Soujirou the Willow-Sword
224958,Yanagi no Tsurugi no Soujirou
224957,Yuno the Distant Talon
224942,Spriggan
224932,Lodi
224909,Longzhu
224881,Fumi-chan
224880,Nao-chan
224879,Natchan
224873,Spear Warrior
224866,Zel
224858,Koopa Troopa
224857,Lakitu
224808,Akabei
224788,Shuuka
224787,Ichi
224779,Yahabe
224772,Xianfu
224770,Yuantu
224770,Hou Ki
224768,Benchu
224767,Yunchang
224767,Kan U
224766,Yide
224766,Chou Hi
224765,Ryuu Bi
224765,Xuande
224763,Sou Sou
224763,Mengde
224760,Bun Shuu
224759,Jun Yuu
224759,Gongda
224758,Zhao Yun
224758,Chou Un
224758,Lan
224757,Kaku Ka
224757,Fengxiao
224753,Toadsworth
224746,Lurawd
224744,Wart
224721,Venomous Mouth
224721,Serpent's Tongue 
224701,Lizzie
224700,Leon
224699,Setsuyuu
224679,Gombe Nanashino
224666,Terryl Winterglass
224665,Sea
224654,Zellogi
224624,Danny
224622,Oz
224621,Theo
224619,Harukaze Ichirou
224614,Marquis Riefenstahl
224612,Yuu
224601,Professor Elvin Gadd
224601,E. Gadd
224600,Lady
224586,Sion
224581,Backwater Swordmaster
224571,Father of the Rich Night
224554,Director
224538,Recusant Bernahl
224537,War Counselor Iji
224535,Ludwig von Koopa
224534,Lemmy Koopa
224533,Roy Koopa
224532,Iggy Koopa
224531,Wendy O. Koopa
224530,Morton Koopa Jr.
224529,Larry Koopa
224511,Tatar Queen
224507,Insect Master
224506,Clumsy Nun
224504,Flora
224503,Flying Dragon Commander
224503,Nine
224501,Poison Princess
224498,Pig King
224493,Gladiator Empress
224488,Blue
224469,Macht
224441,Savage Fang
224435,The Cursed King
224422,Cthuo
224418,Tomie Ukai
224413,Magikoopa
224411,Bowser Jr.
224402,Til
224390,Plum Blossom Eleven
224384,Spiderlily
224368,Chibi-chan
224332,Princess
224331,Red Fox
224291,Guoshi
224278,Korogashi Ryouta
224274,Buer
224274,Lesser Lord Kusanali
224271,Dori Sangemah Bay
224268,Unkin
224267,Enhi
224266,Pingzhang Luyeyuan
224265,Lingren Shenli
224264,Shenzi Bachong
224264,Lady Guuji
224263,Yidou Huanglong
224262,Leidian Jiangjun
224262,Raiden Ei
224261,Xiaogong
224260,Wanye Fengyuan
224257,Linghua Shenli
224257,Shirasagi Himegimi
224256,Zeke
224256,Sirius
224253,Alear
224252,God of Wrath and Lust
224242,Bunchan
224236,Baron Yoshimoto
224232,SF
224159,Great Tree of Learning
224139,Netherworld King
224138,Scarlet Stele King
224128,Qing Feng; Green Phoenix
224127,Ah Quan
224117,Simon
224115,Craft Boss Milk Tea
224114,Craft Boss Tea
224113,Craft Boss Brown
224112,Craft Boss Latte
224111,Craft Boss Black
224094,Shimon
224048,Professor Willow
223998,Kreke
223984,Sengou
223924,The King of Brutality
223923,The Fist-Breaking King
223921,Etoiline
223920,Etoiline
223913,Galv
223906,Etoiline
223897,Goddess of Dawn
223885,Geerk Oriana
223884,Perv Asshat
223875,Potato
223875,Potato
223874,Coach
223874,Coach
223874,Coach
223862,Daniel
223841,Extremely Attractive Gorilla
223831,Monster of the Beach
223830,Queen of the Divine Butt
223783,Chimchar
223752,Tooru Utsubari
223735,Smithing Master
223728,Hikari Hoshino
223707,Giant Impact
223702,Mightyena
223701,Poochyena
223679,ShogunGekomon
223676,Chiko-tan
223673,Chairman
223657,Bath God
223635,Jitome's Cousin
223631,Mudkip
223630,Tyrogue
223628,Scizor
223626,Snubbull
223625,Feraligatr
223624,Croconaw
223599,Gunma-chan's Mother
223598,Gunma-chan's Father
223578,Libur
223578,Cali
223551,Mako-chan
223540,Science-chan
223530,Rica
223530,Nara Takar
223510,Sparrow
223493,Kacchan
223492,Mr. Black
223492,Pestilence
223486,Examiner Z
223485,Examiner 001
223484,Examiner A
223429,Suzu-nee
223428,Nezu-kun
223407,Cure Majesty
223406,Cure Butterfly
223405,Cure Wing
223404,Cure Prism
223403,Cure Sky
223401,Alec
223380,Father of the Gods
223360,Fuumin
223349,Rider
223349,Saint George
223349,Dragon-Slaying Saint
223346,Berserker
223345,Ka Kei
223345,Assassin
223345,The Unreturning Rebel
223336,ケイス
223303,Keeper of Nature
223295,Scar Face
223268,Mengyue
223259,Takemina
223203,Gray
223184,Master C
223179,Chespin
223178,Smoochum
223176,AL-1S
223132,Nanami
223099,Iori
223096,Ayana
223095,Weezing
223076,The Poison Phoenix
223056,Aerodactyl
223055,Omastar
223054,Omanyte
222962,Eye of the World
222962,The Lidless Eye
222954,Scyther
222953,Rhydon
222947,Dario
222906,Consort Huan
222903,Beauty Ann
222899,Princess Shuo Ye
222898,Popplio
222894,Conductor Sheep
222881,En-chan
222880,President
222878,Sirfetch'd
222876,Oshawott
222874,Aipom
222873,The great
222869,Wise
222868,The Foolish
222868,Stupid Hamel
222868,Hamel of Extermination
222867,Octillery
222866,Genius
222865,Indomitable Gordy
222865,Phoenix Musik
222865,Goff
222864,Chen Gong
222864,Caster
222863,Lancer
222863,Goddess Uma
222863,Par
222862,Odysseus
222862,Ulysses
222862,Vlixes
222835,Grimer
222832,Magnemite
222831,Golem
222830,Graveler
222829,Poliwrath
222828,Poliwhirl
222819,Iron-blood Gath
222806,Raticate
222805,Rattata
222767,Pidgeotto
222766,Pidgey
222765,Ho-Oh
222735,Iono
222712,Golden Rakshasa
222711,White Rabbit
222711,Silver Puppeteer
222711,Oz73
222668,Aina Helishana
222667,Heah
222622,Lord Judiciary Montague
222602,Kayla
222600,Devlin
222581,John
222572,Code-01
222565,Bambi
222560,Shinx
222542,Torchic
222539,The Brain of the Lady of the Sword
222538,Ruka
222532,Passsionate Kiss
222517,Space Pest #237
222513,Elizabeth
222513,Charlotte
222487,Dragonair
222486,Dratini
222485,Cloyster
222483,Muk
222482,Electivire
222475,Garchomp
222473,Ridrick Kruger
222468,Gabby
222460,Li Niang
222459,Qin Xiaojing
222452,Berserker
222452,Queen of Revenge
222444,Komako-chan
222441,Sue
222416,Lasty
222416,Rusty
222412,Sera Ivy
222398,Noctowl
222397,Treecko
222396,Snorunt
222395,Puppet Master
222393,Poliwag
222392,Vulpix
222391,Stantler
222390,Exeggcute
222368,Karen von Herzog
222356,Staraptor
222355,Exeggutor
222354,Machamp
222353,Farfetch'd
222352,Psyduck
222351,Geodude
222350,Staryu
222349,Pyukumuku
222347,Tentacool
222346,Machoke
222345,Slowpoke
222344,Slugma
222342,Pancham
222319,Yuuhi Yuugure
222318,Yasumi Utatane
222300,Lala
222299,Yeeho
222293,Blastoise
222292,Wartortle
222291,Charizard
222290,Charmeleon
222289,Venusaur
222288,Ivysaur
222245,Clefable
222244,Clefairy
222177,Arcanine
222175,Saber
222175,Fairy Knight Gawain
222173,Kill Baby
222161,Mercenary Queen
222145,God of Self-Control
222144,God of Reformation
222143,God of Fortune and Misfortune
222142,God of Madness
222141,God of Reason
222124,Druddigon
222123,Dragonite
222122,Snorlax
222120,Magikarp
222119,Onix
222118,Growlithe
222117,Wigglytuff
222114,Tommy
222091,Natasha
222073,Qin Huiyao
222073,Magpie Consort
222072,Han Shin-woo
222034,Masashi Noda
222034,Boy B
222033,Yamada
222033,Boy A
222022,Dekisugi's Father
222021,Dekisugi's Mother
222014,Love
222014,Captain Love
222007,The Electric Catfish
222005,Alexander
221999,Kan
221996,Momo
221995,Yoshiken
221994,Koba
221993,Taka
221984,Second-Hand Killer Hirsch
221975,Eagle Eye Kawasemi
221971,Sunny
221970,Panty
221970,Hero.
221939,it
221926,Herlock Sholmes
221923,Pako
221923,Perman #3
221923,Per-girl
221921,Tamaotto
221884,Lumi
221883,Marc
221882,Kuntakku
221882,Kuntaq
221828,Luo Lei
221824,Luo Yun
221823,Non-chan
221770,Asura Bullet
221769,Bladed Princess
221732,Dr. Kaori
221731,Mélusine
221717,Gosuke Kiganjou
221693,Hase
221684,Loughshinny Dublinn
221678,Sun Wukong
221673,Admiral Graham
221663,Obi
221658,Otaku-kun
221645,President
221636,Granny
221633,Shark; Ball Hunter
221610,Erlang Shen
221608,Flame Witch
221607,Desire Witch
221606,Sea Witch
221605,Secret Witch
221595,Marilyn
221548,Sage Bliss
221540,Phantom Archer
221538,Seol Hwa
221536,Wangya
221525,Flying Sword
221511,White Dragon Godly Doctor
221509,Xue Cheng
221507,Vice President
221491,Selena
221491,Viviane
221482,Tsutomu Tatsuya
221480,Uncle
221478,Lucia
221459,Blaze Death King
221457,Mother of Spirits
221429,Famine Devil
221429,Fami
221365,Masaki Morinaga
221355,Suu-chan
221353,Moggadeet
221287,Anitoro
221262,Essie
221259,Spunky Knight
221250,Sam
221214,Gree Dilly
221198,Neville
221197,Megumin
221197,Kuro
221186,Paparin
221177,Chabby
221153,Qifu Shicui
221152,Zuoqiu Yao
221151,He Mingyun
221143,Witch
221142,Takamitsu Osamu
221106,Sensei
221098,Werewolf
221087,Mecha-Mark
220971,Princess Lily
220971,Black Lily
220947,Wise Emperor
220943,Black Lily
220942,Pandemonium
220936,Sieg
220929,Professor
220920,Ai-chan
220919,Female
220918,Male
220917,Yumetya
220891,Nomen
220886,Cesare De Carlo
220881,Sensei
220851,Great King of Terror
220848,Vanishing Harry
220820,Innkeeper
220811,Gorian
220806,Jackpot
220787,Guizi
220786,An Huilan
220785,Xi Wanlin
220784,Feng Yixing
220783,Feng Xiaoyue
220757,Zorori Mama
220668,Straight Man Porky
220667,Horsevine
220638,Sacchin
220584,James Moriarty
220584,Jack the Ripper
220584,Abraham van Helsing
220584,Arsène Lupin
220584,Machiavelli
220582,Gray Weasel
220573,Yaka-chin
220569,Venom Dragon
220565,Kyoko
220555,Renge Hououji
220531,Kasugai Crow
220518,Mori
220511,Lego Man
220470,Immortal
220468,Alice
220466,Harry
220461,Shi Yan
220459,Chang Huangying
220458,Kang Lan
220454,The Yourself
220449,Darling
220424,Waldo
220411,Kirara-kun
220409,Cat
220395,Carbink
220389,Cobalion
220382,Pul
220376,Iron-Masked Marauder
220374,Goone
220370,Kiko
220369,Kato
220368,Maury
220367,Galen
220365,Professor Lund
220343,Lottie
220323,Slowking
220322,Tobias
220321,Pepe the Frog; Shangxin Qingwa
220317,Nameless Swordsman
220310,Druggie Lisa
220310,Angel Lisa
220309,SOD
220295,Irushia
220295,Yurishia
220275,Mr. X
220247,Yelena
220246,Hell Rose
220244,Devil Emperor
220220,Eririn
220200,Zeroth Doll
220199,The Singing Doll
220194,Young Master
220192,Moga
220190,Mother
220177,Vi
220174,Rina
220155,Papa
220146,Solitary Sniper
220122,Morizo
220084,Moor
220070,Princess
220051,The Blank Mask
220049,The Glorious Dark
220048,The Frostgazer
220044,The Super Silver Spirit
220042,The Unholy War Princess
220041,The Demon Blader
220038,The Bone Fist
220035,The Benevolent Petal
220030,With of the North
220023,Silver General
220021,Puppet Emperor
220008,Heavenly Beast Crimson King Ox
220004,Shamaness 
220003,Crimson Supernova
219997,The Black Emperor
219995,Chappie Mask
219994,Leole
219993,Gramps
219992,Philosopher of the Far East
219977,Scarlet Blade
219976,Silver Lion
219975,Silver Wofl
219974,Silver Tiger
219973,The Scale-Tipper
219972,Lloyd of the White
219971,Ishtar of the Black
219970,Gaspard
219967,The Fussy Tiger
219964,The Thousand Morphing Blade
219958,The Lightning Flash
219956,The Black Emperor
219955,Meteor Battlemage
219953,The Holy Healer
219952,The Great Mage of Flame
219951,The Evergrowing Paragon
219949,Silent Witch
219948,Eternal Fool
219930,Blackdog
219927,Kang Daehyok
219910,Kazuto Wakamatsu
219897,Guzuta
219882,Niimo
219844,En
219840,Toukichi
219839,Spark Mandrill
219838,Armored Armadillo
219816,Yukarin
219786,Naka-chan
219785,Mu-chan
219782,Sasha
219773,Kikunoshin
219766,Aruto Otogi
219765,Princess Mingzhu
219763,Dandarion Dari
219740,Miku
219644,Meumyeong
219634,Meowy
219632,Tsuki
219619,Ice Cream Master
219587,Hiro
219581,Specter
219566,Gen
219565,Kyo
219562,Baruka
219562,Baruka
219562,Baruka
219557,Goblin Queen
219546,So Hongqiao
219545,Ye Qingcheng
219544,Luan Bingyue
219543,Consort Xie
219542,Axiu
219542,Gugu
219540,Guo Hao
219540,Juurou
219539,Yun Yongde
219538,Lady Ban
219538,Ban-yingnu
219538,Shousui
219538,Nightingale Woman
219537,Yuyi
219514,Sasaki Yuzuru
219512,The Resetting Lady
219486,Chun YeoWun
219472,Taishin
219471,Uzuko
219462,Princess Pride
219460,Macht of El Dorado
219460,Macht of the Golden Land
219459,Misa
219458,Chie
219436,Shera
219436,Sheila
219422,Nami
219417,Vera
219417,Vella
219387,Duke
219386,Vin
219351,Ki-G
219294,Shanon
219250,Xue Yuyong
219248,Yang Shiniang
219243,Miri-chan
219242,Papa Rei
219240,Papa
219240,Kazu-kun
219211,Private
219210,Private
219209,Private
219206,Sr. Private
219091,Cheburashka (Чебурашка)
219077,NME
219077,Enemy
219076,Son of Darkness
218997,Dara
218995,Hana
218994,Mei
218989,Pugyeom
218985,Gourmet
218942,Lee Rim
218941,Vier
218939,Francis Millais
218918,Tarou
218902,Gen'an
218867,Raizou ​​Takakura
218866,Fuji-san
218865,Zongchi
218864,Boyang
218863,Ziying
218853,Gurin
218851,Shiron
218848,Red
218847,Noroa the Zero
218840,Nerula
218825,Rosie
218825,The White Rose of the Empire
218823,Sally
218820,Eve
218819,Makoto
218818,Hero of Hope
218817,Hati Skoll
218807,King of homunculi
218807,monster of the floating prison
218798,Ran
218772,Primadonna
218754,Black Market Witch
218743,Mama
218742,Papa
218726,Master of the Gravekeeper's Palace
218725,Zazie Rainyday
218698,Child C
218697,Child B
218696,Child A
218668,Bell
218666,Cheonhwa Hong
218664,Great Strongman
218637,かやこ
218629,Ogi
218629,Kenichi Ogiwara
218615,Commander of the Knights of the Sword Cross
218608,Elder Olga
218567,Nao-bou
218549,Mimisuke
218548,Bukki
218514,Plague Doctor
218514,Plague Doctor
218514,Plague Doctor
218499,Wolf
218490,Jay
218483,Father
218478,Koto
218465,Mukkun
218465,Nii-sama
218445,Xin Shan
218444,Harpy
218443,Harpy
218425, The Archmage
218422,The Trasncendentalist of Life and Death
218421,One Who's Blessed
218418,Genius Wyvern
218416,Kivryelle
218413,Feladd Bin
218404,Graf Von Herman
218403,The Sword King
218398,Li Qiurong
218393,ZACK
218392,LIGHT
218391,FELIX
218375,Neutral King
218374,Hermit King of Shadows
218373,King of Beauty
218353,Heavenly Demon
218352,Great Sahyung
218350,Jo Geol
218348,Righteous Sword
218347,Plum Blossom Sword Saint
218345,Nasir Mustafa
218344,Squirtle
218340,King II
218333,Blackhood
218274,Toilet Reaper
218259,Tanuki
218258,Kuma II
218253,Scarlet Harnel
218217,Odoriko
218212,Headmaster
218207,True Enemy
218203,Abbadomon Core
218200,Pumpkinmon
218176,Christopher
218175,Skyler
218163,Xi Yun
218163,Little Orchid
218149,Ferris Wheel Girl
218143,Krishna
218136,Star Maiden
218129,Remi
218122,Honey
218121,Darling
218114,the Seven Herbs
218112,the Cat's Head
218111,the Supposedly Death
218110,the No. 22
218106,Tia
218096,Terror Man
218093,Red Swan
218089,The Crawling Chaos
218077,Fuku
218006,Ling'er
218004,Magic Chef of Ice and Fire
218004,God of Emotions(Former)
217981,Good Max
217967,Ryouko-chan
217963,Micchan
217962,Reiko Moriyama
217956,Tsuttsun
217955,Tetsu
217937,Princess G
217930,Sunbae
217930,Sunbae
217930,Sunbae
217906,Hao'er
217903,Orc Lord
217885,David Douglas
217849,Infinite Ouroboros
217842,Type-01
217838,President Gabriel
217825,Female Amusement Park Worker
217823,The Clown
217816,Lavi
217815,Trace
217800,Captain
217778,Dahuang
217770,Aki
217765,Tonta
217763,Bea
217731,T
217725,K
217717,Lady of Reincarnation
217716,Scion of Light
217696,Miggy
217691,The Dreaming Kunoichi
217690,The Capoeirista of Wind and Earth
217688,The Toxic Beauty
217676,Aria
217646,JK
217643,Black Pig
217637,Hime
217637,Pearlie
217637,MC.Princess
217595,Bomber
217573,Florina
217569,Kanda Blueberry Ai
217568,Kirara Akabane
217549,Sis
217545,Middle School Teacher
217543,White Blood Cell-chan
217530,Ma
217516,Inspector Zeman
217506,Oni-chan
217504,Haruharu
217504,Ohee-chan
217503,Big Breasted Ghost
217502,The Headmaster
217497,Blonde Haired Nurse
217496,English Husband
217490,Niwashi
217489,Mr. Boltzmann's Secretary
217475,Shi-chan
217451,The Blood
217450,Aapeli
217420,Renaldo
217417,The Ruthless Blade
217415,Executioner
217361,Khoury's Father
217349,Bakunyuu Gal
217347,Kazu
217345,Boken
217332,Guruguru
217326,Ms. 3 Meters
217322,Kono-chan
217321,Koto-chan
217320,Aru
217319,Azely
217310,Diamond
217309,Spade
217308,Club
217291,Nene no Haha
217250,Yun Huaniang
217249,Yi Siha
217231,Richard
217227,Yotsume
217205,Mama Zap
217205,Elec Mama
217197,Master Hunt
217187,Mephistomon
217186,MarineAngemon
217164,Ecchan
217163,Kirin Order
217163,Kirin
217162,Manpukumaru-chan
217160,Kirin Chaos
217159,Stuck-up Queenly Chick
217157,Infinite Magic
217156,the Strongest Human
217155,One Man Army
217137,Harumi-kun
217135,The Calamity
217129,Cloudy
217128,Chairman Sakayanagi
217122,Bloody Kaoris
217119,Spirit Steed
217118,Godfrey
217117,Imawashiki Kuso Kui
217091,Migi
217090,Hidari
217052,Kindling Maiden
217048,Tarnished
217047,Monei Gostoc
217046,Tsugiki no Godrick
217045,Hakumen no Varre
217044,The All-Knowing
217041,Fia Shi Fusuma no Otome
217040,Malenia the Severed
217040,Blade of Miquela
217039,Hoshi Kudaki no Radahn
217038,The Lord of Blood
217037,Kuratsuki Oujo Ranni
217036,Oougon no Godwin
217035,Eien no Jo-ou Marika
217031,Je-U
217030,Seo-U
217029,Ohn
217028,Nightingale
217024,Guide
217023,Perfect Champion
217022,Psychic
217020,Dark
217019,Chuchu
217012,Aki
217011,Kei
217004,Billy the Kid
217004,William H. Bonney
216995,Light
216985,Eddie
216946,Enocchi
216944,Red Fundoshi Touji
216943,Tough Aicho
216943,Hard Boiled Aicho
216941,Shining Fuusuke
216941,Ringmaster
216940,Sexy Dynamite Rihoko
216937,The deity in the pond
216911,Hakuyou
216906,Sky Striker Ace
216906,Flash Sword Princess
216905,Sky Striker Ace
216905,Flash Sword Princess
216904,Kuma-chan
216904,Shu
216901,Haba
216857,Vinkie
216856,Bianca de Blanchefort
216855,Berserker
216816,Ban
216815,Log
216814,Sep
216772,Nira
216770,Uniguri-kun
216757,Nitty
216755,Carinne Tyrian
216726,Tigerlily Sakai
216712,Red Hair Princess
216627,Herge
216615,Sheeply Horned Witch
216580,Hydros
216567,Nono
216557,Park Gunryul
216544,Damned
216532,Theo
216520,Lynette
216519,The Prophet
216519,Eisen
216519,Sensei
216513,The Gamer
216509,Shi-chan
216508,San-chan
216507,Nya-chan
216506,Icchan
216501,Jumpy Bunny
216482,Ricardo
216472,Colossal Dragon Varitor
216472,The king of Dragons
216472,The lord of Mt. Varitor
216466,Nee-san
216435,The Sage
216430,Bettako
216428,Future Trunks
216419,Tenchou
216419,Chief
216419,Manager
216418,Shino Goto
216417,Yume Hiiragi
216416,Jane
216414,Heartcatch Precure
216414,Infinity Silhouette
216406,The Director
216395,Miko
216391,Chiko
216376,Lilian Lopez
216371,Celphi
216370,Pereshati Zahardt
216370,Shasha
216369,Theo
216343,Kamuya Ride
216329,Ein
216278,Rio
216266,Ellen
216264,Ruby
216263,Mr Kim
216263,Sergeant Kim
216263,Code 66
216249,Shemel
216238,Iz
216237,Platinum Dragon Lord
216211,Michael
216191,Sodna
216135,Mad Scientist of the Century
216135,Child of Light
216135,Human History's One and Only Sorcerer
216125,Chibi-chan
216094,Schweizer Strow
216070,Lucas Trowman
216070,Сain Rickstone
216046,Cat
216046,Jennifer
216022,Dan Hai
216021,Wen Ying
215994,Juntang Yuan
215994,Wonjun Lee
215994,Yo Sugiura 
215993,Zhu Zhu
215993,Jinju Kim
215993,Makoto Momoi
215992,Shiya Li
215992,Mio Kisaragi
215990,Mansook
215988,Hacker Genius
215981,The Dancer
215965,Jane
215964,Siren
215963,Esmeralda 
215962,Fiona
215961,Amy
215936,Sword Saint
215930,Black Fenrir 
215926,Head Hunter
215871,Zero
215819,Xiao Yan
215804,Ricky
215800,Ekans
215797,Koffing
215789,Lupin The 8th
215743,Sasachi
215722,Nursie
215703,Chris
215672,Arkana
215665,Prophet
215653,King of the Wanderers
215641,Pat
215640,Mage of Begginings
215638,Io
215631,Mephisto
215631,Professor Shinigami
215631,Shinigami Hakase
215631,Shimura
215629,Mr. Goutokuji
215623,Ramen Guy
215587,Triangle Head
215580,Oddish
215579,Yamper
215570,Amanda of Hariti
215548,Mr. Penguin
215542,Thoth
215524,Witch of Brilliant Colors
215524,World Strongest Witch
215522,CFO
215511,Margery Wafulcot
215506,Diglett
215505,Wooper
215504,Voltorb
215498,CFO's Wife
215495,The Puppeteer
215494,Erosuke
215494,The End Of Joytoy Pegasus
215442,Akiba no Ukeshi
215441,You Lian
215437,Tae-hee Han
215419,Eve
215399,Didi
215396,Lili
215383,Sculptor
215342,Lange
215276,Pas
215253,Lugner
215223,Chicken Devil
215193,Magritte the Reaper
215122,Ravendia
215111,Jin-goo
215085,Regai-Marechiyo
215076,War Devil
215055,Lion Hero
215041,Demotivational Nurse
215040,Violent Nurse
215038,Doc
215025,Garmr
215015,Mr. Smiley
215001,Sludge
215000,The Black Parka
214981,Ahko
214981,Arcee
214974,Agent Of God
214933,Pomeko
214931,Tamera Heatherly
214914,QON-N09M2
214902,Crazy Dog
214885,Vicious Old Man
214880,Dirk Copeland
214863,Sushi
214855,Zoumen no Oni Gensui
214849,Alex Carr
214838,Stefan Van Croven
214838,Count Dreadula
214837,Theodore Tarrington
214828,Snake Baron
214828,Snake Lord
214823,Kouta
214813,Nyanta
214800,Zero Four
214794,Yáng Hǎiwáng
214792,Guardian Star
214779,Casanova
214776,Araignée
214735,Cia
214677,Lavoir
214653,Cait Sith
214609,Rourou
214594,Moppu
214589,Peeps
214589,Piercarlo
214589,P-chan
214582,Professor Arach
214513,Guidance Councillor
214511,Assistant Principal
214504,Volf
214503,William Henry Gates III
214499,Jack Tramiel
214497,Woz
214496,Kraven the Hunter
214495,Electro
214494,Doctor Octopus
214493,Vulture
214492,Mysterio
214490,Scorpion
214480,Taizan Sensei
214462,Lady Like
214460,Hilde
214459,Lu
214458,Magic Wand
214454,Martial Lord
214451,Dorothy
214443,Ao
214442,Ghost Kaiba
214427,Pluna
214409,Otto
214400,Winter Witch
214399,Água Viva
214398,Machado
214397,Cocktail Knight Valencia
214397,Prince of Beauty
214381,Marilyn-chan
214370,Tsukita-san
214365,Bel
214359,Lee Gun
214353,Deus-Peixe Thunder Tiger Pleco
214349,Murim Lord
214348,Merahito
214329,Sado Island Girl
214324,Toto
214284,Tama
214283,Master
214272,Snottle
214268,Crook-a-doodle
214267,Joe Johnson
214266,Pergushin
214265,T. Energison
214263,Poofessor
214257,Aaron Adams
214256,Lily Adams
214252,Mouth
214252,Cheshire Cat Poser
214249,Witch of Orléans
214228,Sting Chameleon
214226,Launch Octopus
214219,The Demon King of Fall Rain
214219,Preta
214185,Noda-chan
214168,Koyote
214166,Chrom Molybdenum
214163,Sharon
214160,Kellie
214148,Master of the Sun
214144,Matsui
214143,Corner Librarian
214140,Hosa
214139,Liao Fan
214131,Nakata
214130,Kou
214124,Pochy
214119,Bomberhead
214112,Agnès Vivier
214082,Naankeeman
214081,Diva from Hell
214071,Flame Mammoth
214055,Lord Mantid
214055,Oracle Mantid
213987,Lise-tan
213964,Karon
213927,Pochi
213926,Little Mistress
213925,Auntie Viv
213895,Otsuki
213894,De Germany
213893,Agonashi Gen
213892,Ore
213797,Lio
213786,Vivi
213769,Emperor
213748,Sora
213736,Sky Blue Racoon
213729,Periwinkle Wild Dog
213728,Rosewood Fox
213727,Cerulean Qilin
213704,Pippi
213613,Zico
213608,Opener
213607,Locker
213603,Queen of the Darkest Spring
213601,Mizuki
213600,Xuande
213598,Midnight Cleaner
213592,Heavenly Demon 
213574,Receptionist
213573,Uzuki Li
213519,Il Silenzio
213471,The Mad Demon
213445,Yoon Yoon
213432,OiKatzo
213431,Arthur Pencilgon
213430,Psyger-0
213429,Sunraku
213421,Yumeko's Sister
213412,Ilyeong
213408,Tanker
213390,Sandevistan from Santo
213389,Laplus Dear Highest Death 13 Dyna Art of Impact Sign Emperor Lord of the Darknesss-sama
213389,Yamada
213387,Princess Nitozo
213387,The Berserker
213386,Dali
213373,Katz Dobert
213354,King of Ruin
213353,Romalesika XVII
213347,Regas
213346,Faker
213345,Erina
213343,Lauel
