character_mal_id,nickname
37318,Miles O'Rourke
37308,Toshi-kun
37308,Inept-kun
37306,Anvil
37303,Kanakana
37295,Dekasugi
37294,Mr. Match
37294,Hinoken
37269,Kashira
37269,Boss
37266,Sei
37258,Siva
37257,Alex
37257,Xandra
37248,Professor Green
37248,Hina
37247,Professor Silver
37246,Kita no Miko
37245,Banker
37239,Gabanest
37237,Venus Red
37236,Venus Green
37235,Venus Blue
37216,Snowy
37215,Nakochi
37215,Kappa girl
37214,Venus Pink
37212,Minchi
37212,Princess Minko
37210,No. 7 Chainsaw Maria
37200,Task
37200,Tusk
37198,Lune
37189,Omodaka
37175,Souken Nakamura
37172,Maitora
37171,Head
37171,Tokio Tsunashi
37170,Mercym
37170,Marcymer
37169,Fiidora
37168,Toraido
37156,Chairman
37155,Rorona
37133,Andy
37131,Master
37114,Baron Warwick
37113,March
37104,King of Gastark
37095,Sogoyo
37093,The Prince of Reptiles
37073,Dice
37071,星野
37066,Hawk
37063,Smiley
37055,Lym
37043,Nao
37041,Nao
37038,Komatsu
37036,Jay
37032,Minerva Ecks
37031,Marcel
36995,Potechi Kuwabara
36991,Zaji
36989,Aleutian
36989,Al
36987,Commando Z
36986,Cyber-X
36979,Shio
36978,Takagi-kun
36976,Mukkun
36976,Murasakicchi
36976,The Wall
36976,The Evil King
36965,Ancestress
36964,Fighting Wolf
36928,Bell/Belle
36926,Sister Angela
36912,Honey-Pig
36907,Mest Gryder
36897,Pokemon 7
36878,Overseer
36874,Russell Bergman
36872,Harvest God
36872,King
36867,Newton Graceland
36860,Mrs. Spoon
36859,Asura of Heavens
36850,Pochi
36846,Rear Admiral
36839,Rante
36834,Guyver II
36831,Leafa
36831,Sugu
36830,Klein
36828,Lightning Flash
36828,Titania
36828,Berserk Healer
36828,Goddess Stacia
36828,Star Queen
36822,Kichou
36821,Sa-chin
36820,Mine-chin
36820,Aominecchi
36820,Dai-chan
36820,Ahomine
36817,Zitoh
36815,Thiago Torres
36813,Zel
36813,Zeke Valanche
36812,Wilbur Watkins
36812,Weese
36811,Zohan
36809,Rachel Hobbs
36808,Nepper
36807,Ulvida Urubida Bellatrix Isabelle Trick
36806,Daniel Hatch
36805,Neil Turner
36804,Heat
36804,Ethan Whitering
36802,Sail Bluesea
36801,Alan Master
36784,Leguna
36783,Jari
36777,Mame
36772,Marshmallow
36771,Professor Aurea Juniper
36767,Beast 
36767,Carla's Dog
36766,Captain
36766,Beast Tamer
36765,Kirito
36765,The Black Swordsman
36765,Beater
36765,Kazu
36753,Born Loser
36753,Naked Apron-senpai
36753,Defective Product
36753,Good Loser
36749,Hide
36733,Vermillion
36729,Coach
36729,Percival Travis
36729,Percy
36725,Kubo
36718,Holy Night Eve
36705,Zor Prime
36699,Raidou
36699,14th
36697,Kirschwasser
36696,Geek Boy
36696,Brief
36687,Empty Night Ren
36682,Toad
36680,Goomba
36678,Diddy
36677,Birdo
36676,D.K.
36673,Captain Molasses
36672,Bass
36662,Kirimaru
36662,Kiri-chan
36657,Irm
36655,Rob
36639,Yellow Dragon
36639,The Ruler of all Species
36637,Immortal Phoenix
36637,Red Dragon
36635,Dragon Slayer
36634,Usagi-san
36634,Pegasus
36630,Garter
36630,Afro-Priest
36630,Master G
36629,Julia Blaze
36622,Maru
36621,Kaede-kun
36616,The 14th Noah
36616,The musician
36616,The pianist
36615,Dark King
36611,Matrey
36608,Betty
36596,Tobias
36595,Trip
36595,Shootaro
36594,Star of Africa
36582,Baby Bonnie Hood
36576,Archbishop
36568,Ginel
36566,Jonah
36552,Toilet Hanako
36547,Yukki
36543,Brown
36543,Brad
36542,Mary
36540,Shadow Cimmerian
36538,Andreas Weinberg
36537,Cyber Being
36536,The Dew God
36534,Leon
36531,Hiro
36522,Ookami
36516,Mako-chan
36514,You-chin
36505,Zero
36504,Edward
36496,Wanko
36495,Bub
36486,Black Kirihara
36485,Taiyou
36475,Tama-chan
36474,Tattsun
36462,Arishie
36458,Neko-san
36456,Zophise
36456,Lord
36456,Milordo-Z
36455,shu
36453,Gaga
36435,The Dark Sorcerer of the Eastern Tower
36423,Pepper
36418,Rainbow Rose
36392,Fukusuke
36391,Masa
36390,Silent Tank
36376,Hoboro
36367,Koma-chan
36366,Kuro
36362,Cherry-Blood
36360,Kou
36359,Nacchan
36353,Yi-Shi
36349,Erica
36343,Halldor
36341,Destruction Huirame
36339,Astounding Mandi
36338,Damian
36335,Ironhide
36334,Shu
36332,Hot Rod
36332,Exillion
36332,Exigeyser
36332,Hot Rodimus
36325,Otori Kaoru
36321,The Great Demon
36320,Nakamura Ai
36267,Crime Edge of Cutting and Severing
36264,Angel
36256,Ria
36255,Big Mom
36251,Man in Black
36232,Jade Dragoon
36231,Dark Dragoon
36226,Haya
36224,Margot Langer
36224,Red Hindenburg
36216,Apollon
36214,White-Silver Dragoon
36212,Red-Eyed Fire Dragoon
36210,Madeleine
36195,Otoshi
36191,城鷹志
36188,Mariah
36171,The Elite Princess
36160,Kappa
36145,Daiselle Van Croven
36133,Rage
36124,Math
36121,Angel
36118,Vongola Lightning Bull 
36116,Lover
36110,Lin
36109,Chico
36107,Demon Emperor of Underground Muay Thai
36107,The Sovereign of Fists and Emperor of Elbows
36100,Karman
36097,Madison O'Connor
36092,Marippe
36089,Eve
36075,Rimyuel
36074,E.T
36069,Clover
36063,Toko
36061,Witch of the Theater
36061,Ikuko Hachijo
36061,Toya Hachijo
36061,Auau
36060,Maiden of the Grove
36057,Noto-sama
36046,Dlanor of the Ten Wedges
36046,Death Sentence Dlanor
36046,Inquisitor of Heresy
36046,Murder Doll
36045,Witch of Truth
36019,Brittany
36004,Seth Jerome
36001,Mirage Master
35998,Marina
35997,Temacu
35992,Master Killer
35978,No.5
35977,Aki
35967,Jeril Coochibi
35963,Carla
35950,Elly
35950,Strong Woman Girl
35949,Sharo
35942,Korma
35941,Wataru-kun
35937,Crystal
35936,Gilbert
35935,Kate
35929,Hachi
35921,Sachi
35913,Water Spirit
35906,Carol's father
35900,Wolf King
35900,Uoo
35900,Woo
35895,The wild beast tamer
35894,Kanaria
35892,Yesterday Once-more
35887,Kaname Kuze
35875,China
35872,Akarin
35869,Emmy
35866,RJ
35859,The Iron Wall Girl
35854,Mardi Gras
35851,Basis104
35851,Route Disturb
35850,Acqua of the Back
35850,Flere210
35849,Terra of the Left
35848,Dormouse
35847,Vento of the Front
35843,Shugesh
35838,Faafa Duumdy
35836,Class Rep.
35835,Bae
35835,Secretary
35834,Marriage Proposal
35832,Spencer Hale
35824,Kii
35823,Chi
35820,Lisa
35819,Schuyler
35818,Janes
35809,Vivica Jasmine
35807,Carol
35806,Maren
35804,Lawrence III
35804,Jirarudan
35802,Raymond
35801,Miranda
35800,Fergus
35798,Neesha
35797,Corey
35790,Vito Winstrate
35788,Tommy
35783,LINDA-R-2007
35780,Joker
35780,Double Rs
35772,Red-Haired Witch
35771,Lend Cideliant
35756,Brodie
35753,Quinly Peartree
35752,Clarissa Bunn
35750,Winston Cadbury
35749,Heidi Camino
35748,Angie Sebastian
35745,Colt Lielander
35744,Audra Kelly
35743,Ted Appenheimer
35742,Tad Appenheimer
35741,Tod Appenheimer
35740,Mark McKean
35736,Red Dragon Princess
35736,Rose Kisaragi
35734,Koiso Ryoko's Friend #A
35724,Toshi
35724,Mr. Kali
35721,Rosie the Cat
35719,Katsu
35692,Dominick
35672,Mira Edwards
35671,Tompson Edwards
35662,Charles
35662,Charl
35659,Orimu
35659,I-kun
35658,Grigori #3
35647,Bondage Mask
35641,The Fire Elemental
35636,Cutey Kamen
35630,Gavrill the Wolf
35630,Transformer
35612,Speed Kid
35611,Atmos
35610,Raging Bull
35606,Scarlett Kiss
35604,Ivrogne
35602,Secretary
35602,Pamela 
35599,Minami no Miko
35598,Galactic Pretty Boy
35589,Janine
35588,Wally
35587,Maxie
35586,Karen
35585,Will
35562,Mr. Ironman
35555,Chant
35554,Shakugan
35554,Kagan
35553,Yamada-sensei
35546,King of Hearts
35545,Brianna
35543,Scott
35542,Mira
35530,Jehan
35525,Cilan
35521,Same
35516,Hitsuji-san
35510,Immortal Solo Climber
35510,Katou
35504,Princess
35504,Fire Witch
35495,Pandora
35486,Ai's Creator
35484,the Dark Arrow
35484,Unchained
35479,Teo
35479,Theodore
35479,Theo
35476,Kurako
35476,Kura-pyon
35476,Niku
35471,Mabo
35470,Noriemon
35469,Kao
35468,Potte
35468,Fuunyon
35461,Guyver II
35458,Grandma
35454,Go-chan
35451,Hanamizu-taare
35449,Karecchi
35444,
35442,Leona
35441,Solidad
35440,Lila
35439,Angie
35438,Johanna
35437,Hamuko
35437,Minako Arisato
35437,Kotone Shiomi
35437,Mshe
35437,FeMC
35436,The White Void
35432,Icchan
35428,Flat C
35427,Flat B
35426,Flat A
35423,Bertha
35421,Marian
35420,Buck
35414,Principal
35413,Tatsume
35409,Narumi
35405,King of Crossdressers
35395,Sazanami-chan
35391,Kirisaki-sama
35387,Shouko-chan
35385,Sister
35384,Brother
35377,Sekito
35369,Shinesman Salmon Pink
35367,Shinesman Sepia
35366,Shinesman Grey
35364,Shinesman Moss Green
35363,Shinesman Red
35349,Zria
35346,Yuui-chan
35342,Busaiku
35341,Rockstar
35338,Masked Killer
35328,Marcus
35326,Reggie
35322,Game Bomber
35322,Mad Bomber
35316,JACK
35307,Ibarakasen
35307,Kasen Ibara
35307,Ibaraki-douji
35299,Damage Carver
35292,Reverie Planetarian
35292,Revie
35288,Dexter
35281,circus monkey
35279,Gray Talon
35277,Lonz
35258,Daru
35258,Perverted Gentleman
35258,Super Hakar
35258,Hack
35258,DaSH
35258,DaSP
35257,Shining Finger
35257,Mail Demon
35257,M4
35257,Moe
35256,Faris Nyan Nyan
35256,Feyris
35255,Part-Time Warrior
35255,Suzu
35255,008
35253,Mayushii
35252,Hououin Kyouma
35252,Okarin
35252,Mad Scientist
35251,Aki
35250,Yuki
35249,(The) Freedom
35243,Princess
35242,Eleska
35241,Sawamiya Erina
35219,Saeko Kodai
35219,Saori Medou
35206,Misu-kun; Arata-san
35202,Hundred Night Hibiki
35201,Akaike-kun
35200,Oakley
35200,Lyon
35199,Annie
35198,Molly Hale
35197,Lunick
35196,Solana
35194,Daichan
35193,Yuki
35189,Hector Helio
35187,838
35171,Gon-chan
35162,Black Lord
35155,Seri
35152,Zaki
35151,Tanbi
35150,Natsu
35146,Dori
35145,Sugi 
35144,Garfield
35134,Rikuto
35134,Licht
35131,Shauna
35129,Chuck
35128,Kurt
35127,Marple
35126,Rudy
35125,Holmes
35115,Seiya
35100,Cocoa
35099,Hermione
35078,Mochu
35065,Chibashi
35056,King Joe
35053,Zen
35039,Aber-nii
35023,Commodore Blex
35022,Andy
35020,Kacilia
35016,Riku
35007,Tamazusa
34994,Code:Closer
34993,Boss
34993,Swot
34990,Koko
34990,Kokoroyomi
34984,Black Angel
34982,Kaiser
34978,Deka-Onna
34977,'Chibita'
34966,Suuji
34957,Anita
34955,Kennedy
34954,Mr. Stone
34952,Kenny
34951,Tommy
34948,Forrester Franklin
34947,Forrest Franklin
34945,Raoul Contesta
34944,Chaz
34943,Rita
34942,Nicole
34941,Natalie
34940,Katrina
34939,Anthony (Hoenn)
34938,Alex
34937,Rico
34936,Nicholai the Knickerbocker
34935,Professor Alden
34922,The Imaginator
34920,Mudaka
34895,White Fox
34891,Prince Derek
34890,Countess Heijen
34889,Princess Reiny
34882,Toshi
34882,Inuchiyo
34865,Hamuko
34846,Cho
34822,Misty
34818,Director
34812,Peg
34796,Nikku Rajakku
34795,Black Kylin Kepper
34789,4423
34786,Code:Emperor
34785,President
34785,Nisemaru
34784,Re-Code:04
34784,Yukinko
34783,Re:Code 03
34783,God of Destruction
34774,Agedaman
34768,Maria
34766,Code:Seeker
34766,Seeking One
34766,The One Being Sought 
34763,President Bajeena
34758,Baldy
34757,STR
34756,Sullen Lecher
34749,Tono-senpai
34741,Half-pint
34738,Prince of Tennis
34715,Neko
34710,Professor Felina Ivy
34709,Todd
34709,Snap
34709,Tooru
34708,Jessiebelle
34707,Suzie
34707,Suzy
34706,Flint
34696,Reika Yakishiro
34692,Sachie
34686,Hentai
34685,the Evil One
34685,Little Sparrow
34678,Vivian Meridian
34677,Duplica
34676,Forrest
34675,Eusine
34675,Eugene
34674,Rhonda
34673,Professor Birch
34672,Morrison
34671,Richie
34669,Tian xian 
34662,Nao
34661,Hime
34642,BurnMan.EXE
34638,Puff
34634,Akainu
34631,Kidou
34614,Ochiai Sensei
34613,Captain Gomi
34612,Amakasu
34603,Clone Kennedy
34598,Mr. Kuroe
34597,Marie Curie
34591,Elizabeth the First; Elizabeth I
34588,1-nii
34587,4-nii
34566,King
34562,Red Lantern
34545,Kou-chan
34543,Eiken Koto
34543,Camera Freak
34542,The Angel of Love
34540,Monster Carrot
34540,Carrot Master
34538,Coniel
34521,Marlin
34508,Lion of Orb
34498,Karla
34494,Lirimonie Norfedras Papanorgas Arecroteles Cnorses
34482,Travis
34479,Sora
34470,Christina
34470,Assistant
34470,American Virgin
34470,Perverted Genius Girl
34470,The Zombie
34470,Celeb 17
34470,Lab Member 004
34465,Laser Beam Girl
34465,Linda
34464,Siglud
34464,Sigld
34464,Emblem of the Holy War
34460,President Kagami
34459,Yuu-chan
34458,Manga Hero
34456,Yama
34421,yoo da-young
34421,Gene Young
34421,Jean Young
34413,Rion Ramsses
34412,Lyan
34410,Mechao
34403,Cinderella
34399,Bearbee
34392,Zero
34391,Mie Delgado
34382,Kain McDonnell 
34376,Chip
34372,Nightshroud
34347,Tatsumi Antoinette XVI
34346,Pig-Boy
34345,Gutsugutsu
34344,Nia
34341,Senhime
34340,Mune
34339,Professor
34319,Yokkyun
34313,Liza
34312,Tate
34304,Vee
34298,Texas
34293,Human Failure
34282,The Doctor
34270,Ha Yae-Rim
34249,Chii
34245,James
34232,Master
34230,Princess
34223,Second Supreme Commander
34213,Shuzette
34202,Goruda
34200,Novy
34199,Aimel
34195,Benjamin
34191,Macchi
34191,Matsuchi
34190,Nacchi
34190,Natsuchi
34189,Pyramid King Brandon
34188,Salon Maiden Anabel
34187,Palace Maven Spenser
34186,Dome Ace Tucker
34185,Arena Tycoon Greta
34184,Factory Head Noland
34180,Shopkeeper
34173,Conway
34171,ELLIE
34170,Ai-pyon
34156,Pope
34150,Underworld star
34144,Chester Horse Jr.
34142,Paolo Bianchi
34142,White Meteor
34136,Erzähler
34132,DJ Mary
34113,Jinki Hunter
34101,Sammy
34085,Nono-chan
34082,Kosuda's Lust God
34080,Holly
34079,Lucian
34075,Biscuit
34050,N-Neko
33986,Coach
33986,Seymour Hillman
33985,Edgar Partinus
33983,Heavenly Horned Star
33973,Sweet JP
33963,Hitomi's father
33945,Harumin
33930,Captain
33918,Okiku
33916,Mizukichi
33913,Girl #12
33902,Macchan
33880,The Reaper
33878,Trash
33872,Nori
33872,Christina
33869,Heijirou
33867,Charon
33854,Jasper Whitlock
33850,Bill
33849,Sangyul
33848,Gelda
33847,J.J.
33834,An Teson
33825,Kafk
33820,Chichiko
33820,Michiko
33820,Ichi
33816,God
33816,World
33816,Universe
33816,One
33816,All
33816,You
33808,Bunny
33805,Iris
33804,Rabbit
33804,Bunny-Leech
33804,Harlequin
33794,Heiress
33788,The Samurai
33788,Quarrelman
33788,Barallaman
33788,Neptú
33788,Hell Missioner #1
33787,Tekkaman Omega
33770,Renan
33768,Bambi
33767,Tyson
33766,Melody
33758,Axel
33757,Asuraman
33751,Wallace
33749,Crasher Wake
33748,Fantina
33747,Volkner
33744,Vocal-sama
33726,Eric
33726,the Whirlwind
33724,Kuro
33722,Mr. Referee
33711,Lucifer
33708,Rockman Zero
33701,Buriburi no Buta
33700,Salamander
33700,King of beasts
33699,Ichio
33697,Rin-chan
33683,S
33679,Tai
33679,Taiyou
33679,Landlord
33670,Janet
33669,Lara Laramie
33668,Lawrence-sama
33664,Aiba Masaki
33663,Matsumoto Jun
33662,Ohno Satoshi
33661,Ninomiya Kazunari
33660,Sakurai Sho
33659,Vision
33658,Sekirei No. 86
33657,Sekirei No. 101
33655,Ashikabi of the East
33637,Flying Squirrel
33625,Ben
33623,Maan Gil
33615,Play
33615,Eggplant Lady
33614,Chaser
33608,Buchou
33606,Yuri Hoshino
33594,The Housekeeper
33589,Raymond
33585,Little Zorro
33578,Bota
33577,Packy
33569,Mayor
33568,Lake
33567,Ren-chan
33543,Loan Shark Hiken
33533,Kishibojin Goddess
33526,Lily
33524,Gemini
33524,The Twins (Soushikyuu)
33523,Gemini
33523,The Twins (Soushikyuu)
33522,The Scorpion (Tenkatsukyuu)
33515,Torch
33515,Inspector Tomobiki
33515,Drake Lamp
33515,Lt. Takasugi
33511,Kiyo
33503,Momo
33499,Kana
33474,Cherry Boy Hunter
33469,Lavi
33466,Hiroshi
33466,Hiro
33466,Harry
33464,Woodrow
33463,Maisy
33457,The White Lamb (Hakuyoukyuu)
33454,Captain Linebeck
33440,Nipples
33436,Yabecchi
33433,Ogachin
33424,Qoone
33423,Momiji
33416,Ashiru
33409,Ashe
33408,Dahm
33407,Gii
33406,Takumi
33398,Ayane
33396,Romano
33396,South Italy
33396,Lovino Vargas
33390,Hide-chan
33389,ES
33384,Spider
33355,Dopple
33354,Zero
33340,Aniki
33339,Fuji
33320,Kali
33319,J
33308,Dwun
33300,Gensuru
33282,The Angel of Death
33281,The God of Madness
33280,The Sword of the Emperor
33280,The Lion Lord
33279,The 2nd Priestess of Salvation 
33278,The Thunder of the Messiah
33277,The Wings of the Messiah
33274,Kagibari Onna
33265,White Girl
33265,Shiroi Shoujo
33264,Chel
33263,Number One
33263,Captive White Lily
33262,Sweet-Willed Machine
33229,Abe Minoru
33229,Bunmei
33229,No. 6
33225,Haru
33219,Ojou
33208,Princess
33197,Snake Knight
33186,Yakobu
33186,Clown of the Basement
33185,Dafu
33185,Dream-Seeing Eyepatch
33183,Miss Bellum
33182,Science Boy
33182,Dentaku
33180,Jowy Blight
33179,Mismar
33178,Tao
33178,Riliu
33175,Yuki-onna
33174,Mossan
33172,Saku-chan
33171,Acchan
33167,Macho Matsuo
33166,Idol Odagiri
33146,Wutugu
33144,Yashin Dapyurelu
33139,Table Of Contents
33139,TOC
33132,Nana
33127,Claugh of the Crimson Finger
33120,Rex
33113,Ma-kun
33103,Busang
33100,Christopher Aonuma
33099,Jeremy Tsurugi
33098,Angie Hinamoto
33097,King of the Digital World
33096,Mikey Kudo
33096,General
33084,Okyo
33078,Black Komainu
33067,Tamatan
33065,Fish Saitou
33047,Owari no baka
33046,Cherry
33043,One-eyed Dragon
33041,Bishaemon
33038,Himewakago
33036,L (Eru)
33033,Koma-chan
33030,Osen-chan
33024,Narein
33010,Sister
33006,Laz
33001,Holland
32994,Selphy
32994,Book Nut
32980,Laguna; Ragna
32975,Caprico
32953,Yoi
32952,Nonnon
32951,Akane
32940,Kiruru Dot
32932,Tsuiya
32929,Uchee
32924,Judo-chan
32919,Shawn
32916,The Knight of the Lake
32914,Great Witch of the South
32909,Empress of Land
32894,Nick
32893,The Flame Emperor
32885,Mr. Usaji
32881,Doctor Indigo
32879,Dr. Light
32869,Awakusu's Red Demon
32865,Rocchi
32864,Zhuge Liang
32824,Sovereign King
32822,Puke Prince
32814,Yuurei
32812,City Commander
32811,Xuande
32810,Juli
32796,Ko-chan
32788,Tenchou
32787,7-tan
32781,Nagi
32780,Shooting Star
32780,Silver Shooting Star
32778,Shii-Chan
32773,Son Gokuu
32770,Taka
32770,Flag-Crusher
32768,Lise
32767,Fal
32766,Ari
32765,Torta
32756,Chris the Knife
32745,Sensei
32735,Haru
32731,Idaten No Gou 
32729,Bishamonten no Shuwa
32728,Benzaiten no Kaoru 
32725,Momo
32707,Gaijin
32697,Misora
32694,Legendary Shinobi
32668,Ham
32668,Ham Man
32668,Jam
32668,Tim
32660,Banzou the Viper
32660,Mamushi no Banzou
32648,Dr. K
32647,Master
32631,Noah fon Ronsenburg
32628,Ffamran mied Bunansa
32623,Kou-chan
32622,Camellia Travis
32617,Matsu
32606,Ema Skye
32605,Dahlia Hawthorne
32605,Dollie
32605,Satoko Mukui
32605,Melissa Foster
32595,Pooko
32593,Doctor Saruta
32587,Gash
32585,Emperor Zule
32583,Commander
32575,Austin Hobbs
32574,Archer Hawkins
32566,Signpost of History
32565,Roushi
32522,Mii
32519,Jun
32511,Shourin
32511,Tim Saunders
32511,Timmy
32510,Jim Wraith
32507,F.F
32506,Granny
32486,Majo
32485,Likkun
32483,Turtle
32480,Christ
32479,John
32479,son of Zebedee
32462,Pierrot
32462,Akira Inaba
32457,Rose
32456,Black & White
32455,Speed Boom
32445,James
32445,the great
32433,An-chan
32433,Thor Stoutberg
32431,the Madonna
32428,Dr. White
32427,Stevie Yaboshi
32425,Ise
32412,Ume
32406,Mii
32403,Reika Togo
32399,Bucking Horse
32398,Wizard
32398,Fortune Teller
32396,Lovely
32393,Warhead of Kibitou
32392,Riho
32384,Cure Sunshine
32377,Fire Bee
32368,Titan
32367,#249
32364,Momo-nee
32362,Vilof
32353,Cure Flower
32342,Fuku
32337,Kujakumaru
32336,Knight of the Shining Blade
32336,Deathscythe
32336,Knight of Darkness
32335,Daishogun of Perfect Virtue
32334,Kiba-ohmaru
32333,Professor Gerbera
32320,Rice Grandfather
32319,Sai
32318,Minmei
32317,Ashe
32315,Meg
32309,Genou
32309,Joseph King
32308,Caleb Stonewall
32307,Reize
32307,Jordan Greenway
32307,Janus
32306,David Samford
32305,Hurley Kane
32303,Knight of Tempest
32303,T-sama
32297,Zakos
32291,Princess Rele
32289,Chief Haro
32286,Bakunetsumaru
32286,the Blazing Samurai
32285,Zero The Winded Knight
32284,Captain
32282,Domo
32280,Simon
32278,the betrayer
32277,Agomi
32276,Terujiko
32275,Mademoiselle Saigou
32274,PeeWee
32273,Meg
32259,Hakkekkyuu Ou
32259,Cosplay Hero
32253,Taku Kanda
32252,Ryuuji Asakura
32251,Miyuki Tachibana
32250,Power Rabbit
32250,White Monster
32250,Milly Ichijou
32238,The Sun of Yoshiwara
32233,Peacock Princess
32230,Oryou
32226,Magical World Mail Order Man
32224,The Wind
32218,Kurin-chan
32215,The Praetorian
32215,Aegis
32214,Princess
32211,Pierre
32195,Cure Moonlight
32186,Arara
32162,Eyebrows
32160,Mitsu
32158,Ane-ue
32157,Sam Kincaid
32156,Ray Dark
32156,Mister K
32156,Mister D
32156,Kuroiwa Ryuusei
32156,Astero Black
32155,Desarm
32155,Dave Quagmire
32155,Dvalin
32154,Toukichirou
32151,Fuku-chan
32137,Otake
32136,Okinu
32135,Masa
32133,Demon of Kanon Island
32130,Ichi
32129,Coco-chan
32124,Kuroita Hachiro
32117,Non-chan
32110,Yamada
32101,Sendai Aka no Ou
32101,Former Crimson King
32094,Marley
32088,Chaos
32085,Edward Alexander Crowley
32084,Leone di Cieli [Sky Lion]
32084,Ligre Tempesta di Cieli
32079,Mako
32077,Hina
32067,Chief
32024,Sho
32023,Dad
32022,Toki-San
32011,Raku
31993,Yukki
31982,Sensei
31981,Zhou
31976,Tao
31975,Boobie Lady
31974,Yuuki Terumi
31973,Eye of the Azure
31973,Lacking Lady
31972,Grim Reaper
31972,Good Guy
31972,Dark One
31963,Roko
31951,Hero of Ikaruga
31949,Black Devil
31947,Emperor
31947,Anal-Shop
31943,Gran
31943,Xavier Foster
31943,Xene
31943,Hiroto Kira
31943,Xavier Schiller
31943,Tatsuya Kiyama
31943,Hunter Foster
31936,Tama
31934,Class Rep
31930,Vongola Rain Akita
31930,Cane di Pioggia 
31929,Vongola Rain Swallow
31929,Rondine di Pioggia 
31917,Chris
31908,Rei-chan
31904,Takane no Hana 
31902,Nosferatu
31898,Mademoiselle
31889,Yumin
31887,The phoenix
31880,Gre-chan
31880,Grace Chapel
31875,Cha-chan
31874,Milady
31873,Lazenby the White Flame
31870,Ace Goody
31853,Kinji
31851,Wily Glass
31850,Victoria Vanguard
31850,Tori
31849,Mia-chan
31849,Mie-chan
31844,Saori Bajeena
31842,Dago
31840,Lola
31825,Honoured Grandfather
31822,Pops
31819,Miki
31810,Erik Eagle
31810,Field Magician
31810,The Magician of the field
31801,Slasher
31784,Silvia Woods
31783,Nelly
31781,Aquilina
31781,Lina Schiller
31780,Scotty
31780,Scott Banyan
31779,Celia Hills
31778,Mr. Araya
31778,Master D
31778,David Evans
31777,Sue Heartland
31776,Darren LaChance
31772,Claude Beacons
31772,Burn
31772,Torch
31771,Gazel
31771,Bryce Withingale
31771,Gazelle
31766,Choujo
31765,Sanjo
31764,Jijo
31759,Shinpa
31752,Uu-sama
31752,Utgard-ou
31752,Silver- haired Loki
31751,Yanghee
31749,Cabbage
31748,Joe
31747,Soldier
31747,Heitai
31746,Turtle
31746,Suppon
31741,An-chan
31741,Bro
31737,Professor Yoshizawa
31736,Doryu
31735,Baremoto
31735,Uncovered
31735,Scam
31731,Black White
31726,Georgio
31725,Melodi
31724,Elijah
31704,Oge
31703,Hunter
31689,Morty
31687,Akai-sensei
31682,Yamada's Lust Goddess
31681,Red Credit
31681,Nikolai Redonov
31674,Noriko
31667,Ei-chan
31661,Yacchi
31654,Gang-Goon
31654,Pretty boy
31646,Tama
31627,The Genius Beautiful Girl Psychicer
31618,Janice
31603,Reiga Giou
31603,Fowler
31589,Roku
31589,Forehead Girl
31586,Bun
31585,Danchou
31584,Hachi
31583,The Blue Princess of Thunder
31581,Gocchin
31573,Flame Sword Demon
31561,Tomoe
31542,Tory Lund
31516,Emperor of Otokojuku
31512,Red Riding Hood
31506,Best Pain
31506,Remodeled Human
31505,Wolf
31503,Xi-Qi
31501,Stray Dog
31501,Komainu
31500,Dorm Supervisor
31500,Head Resident
31492,Fire Dragon
31460,Aaron
31459,Nando
31434,González
31434,Gon
31431,13th
31424,Kellyn
31422,Mesomeso-san
31421,Dancing Higanbana
31419,Cthugha
31419,Kuuko
31418,Nyarlathotep
31418,Nyarlko
31417,Boy
31407,Ringo
31398,Sora
31394,Pervy
31393,Ugly
31381,Dumbell
31380,Fever
31379,Top
31378,Hawk
31365,Donny
31363,Chun-yan
31359,Hide
31348,Karen Russel
31344,Chaplin
31344,Peacock
31343,Condor
31338,Vongola's First Sun Guardian
31337,First Vongola Rain Guardian
31335,First Generation Vongola Cloud Guardian
31334,Deimon Devil Bat
31333,Letz Cofan
31332,Vongola First Lightning Guardian
31331,Kikka Kitamoto
31330,Giotto's Right-Hand Man
31328,Masaomi Akutsu
31327,Isono Ichirouta
31325,Nacchan
31323,Ken-chan
31320,Alex Rodriguez
31318,Ворона
31294,Harurun
31288,Tim
31286,Yamino-san
31284,Red Ganbar
31283,Blue Ganbar
31283,You-chan
31281,Love
31280,Shinkichi
31274,Seishuu
31270,The Devil King
31261,Yorudo
31260,Deela
31258,Garimoth
31257,Yoppa
31254,Cookie
31252,Potato
31251,Iinchou
31245,A-chan
31233,Little Ding
31233,Miss Ding
31228,Strikemyer
31211,Yamato Ikusabe (戦部 大和) 
31209,Akane Kiritani
31207,Yuu Kamiyama
31206,Mr. Beggar
31206,Kai Tsukishirou
31205,The Machinator
31205,Sakubo
31201,Nitaboh
31183,Colossal Battleship
31182,Corrupt King
31181,Crescent Moon Hunter
31180,Heavy Drinker
31177,Swimming Miser
31177,Freshman Ace
31167,Wave-Motion Yuka
31161,Letty
31152,Kemu Zaleon
31144,The Clock
31142,Bora the Prominence 
31119,Checkmate Magician
31117,Calista
31116,Kelly
31111,Zofu
31104,R
31103,Herbst
31099,The Black Knight
31070,Laila
31069,Ran-chan
31066,King Farmount
31064,Aster
31061,May
31060,Miyauder
31049,Gumshoe
31048,Krystal
31047,Melanie
31046,The Samurai
31040,Prince
31039,Kei-chan
31033,Takuma-senpai
31028,Ton-chan
31027,Khoury
31019,Uncle Jam
31014,Shion
31008,Kuroneko
31008,Shironeko
31008,Kamineko
