mal_id,watching,completed,on_hold,dropped,plan_to_watch,total,score_1_votes,score_1_percentage,score_2_votes,score_2_percentage,score_3_votes,score_3_percentage,score_4_votes,score_4_percentage,score_5_votes,score_5_percentage,score_6_votes,score_6_percentage,score_7_votes,score_7_percentage,score_8_votes,score_8_percentage,score_9_votes,score_9_percentage,score_10_votes,score_10_percentage
31201,169,6203,109,158,994,7633,23.0,0.5,27.0,0.6,16.0,0.4,46.0,1.0,256.0,5.7,535.0,12.0,1269.0,28.5,1012.0,22.7,731.0,16.4,545.0,12.2
33672,183,6252,113,174,1043,7765,21.0,0.5,23.0,0.5,19.0,0.4,45.0,1.0,242.0,5.2,474.0,10.3,1305.0,28.3,1090.0,23.6,821.0,17.8,577.0,12.5
35740,182,6003,109,151,1157,7602,18.0,0.4,18.0,0.4,20.0,0.5,68.0,1.6,267.0,6.1,574.0,13.1,1263.0,28.9,988.0,22.6,694.0,15.9,466.0,10.6
38530,171,4346,114,132,1124,5887,26.0,0.8,14.0,0.4,25.0,0.8,47.0,1.5,186.0,5.8,353.0,11.1,870.0,27.3,711.0,22.3,565.0,17.7,388.0,12.2
40044,178,3719,71,127,1531,5626,16.0,0.6,14.0,0.5,17.0,0.6,33.0,1.2,144.0,5.3,253.0,9.4,617.0,22.8,608.0,22.5,610.0,22.6,390.0,14.4
44025,142,2433,49,96,1658,4378,14.0,0.8,12.0,0.7,15.0,0.9,33.0,1.9,105.0,6.0,202.0,11.5,468.0,26.5,410.0,23.3,298.0,16.9,206.0,11.7
52318,156,1930,47,92,1139,3364,7.0,0.5,8.0,0.6,9.0,0.6,21.0,1.5,78.0,5.6,163.0,11.6,392.0,28.0,356.0,25.4,158.0,11.3,208.0,14.9
55874,87,1106,37,65,953,2248,7.0,0.8,3.0,0.4,9.0,1.1,12.0,1.4,62.0,7.3,112.0,13.3,241.0,28.5,181.0,21.4,93.0,11.0,125.0,14.8
59980,48,365,19,33,662,1127,2.0,0.7,1.0,0.3,1.0,0.3,1.0,0.3,12.0,4.1,25.0,8.6,74.0,25.4,75.0,25.8,45.0,15.5,55.0,18.9
62508,0,0,0,0,301,301,,,,,,,,,,,,,,,,,,,,
2650,85,2021,47,150,584,2887,21.0,1.5,15.0,1.1,18.0,1.3,60.0,4.3,180.0,12.9,276.0,19.8,251.0,18.0,280.0,20.1,183.0,13.1,108.0,7.8
59856,12,49,10,27,42,140,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.3,5.0,21.7,5.0,21.7,3.0,13.0,2.0,8.7,5.0,21.7,2.0,8.7
2648,152,5458,58,162,1058,6888,30.0,0.8,17.0,0.4,26.0,0.7,57.0,1.5,279.0,7.2,519.0,13.4,1031.0,26.7,843.0,21.8,576.0,14.9,490.0,12.7
36730,45,806,37,102,354,1344,17.0,3.2,7.0,1.3,21.0,4.0,13.0,2.5,129.0,24.4,121.0,22.9,122.0,23.1,38.0,7.2,16.0,3.0,45.0,8.5
2653,62,1444,37,120,522,2185,18.0,2.1,6.0,0.7,20.0,2.3,36.0,4.2,164.0,19.0,174.0,20.2,203.0,23.5,95.0,11.0,52.0,6.0,94.0,10.9
2634,106,2808,57,155,622,3748,22.0,1.2,13.0,0.7,19.0,1.0,64.0,3.4,179.0,9.6,258.0,13.8,431.0,23.1,362.0,19.4,272.0,14.6,245.0,13.1
2651,77,2414,52,135,570,3248,18.0,1.1,10.0,0.6,16.0,1.0,40.0,2.4,174.0,10.5,245.0,14.8,370.0,22.4,341.0,20.6,261.0,15.8,179.0,10.8
59829,16,60,8,35,49,168,2.0,6.7,0.0,0.0,0.0,0.0,2.0,6.7,6.0,20.0,6.0,20.0,7.0,23.3,3.0,10.0,2.0,6.7,2.0,6.7
16702,55,855,35,117,354,1416,14.0,2.7,9.0,1.7,10.0,1.9,34.0,6.6,130.0,25.2,115.0,22.3,89.0,17.2,45.0,8.7,23.0,4.5,47.0,9.1
2660,96,2987,48,131,640,3902,16.0,0.8,10.0,0.5,13.0,0.6,46.0,2.2,185.0,8.7,247.0,11.6,508.0,23.9,505.0,23.8,363.0,17.1,230.0,10.8
2649,88,3370,52,142,652,4304,19.0,0.8,14.0,0.6,15.0,0.6,33.0,1.4,161.0,6.9,251.0,10.7,529.0,22.6,535.0,22.8,465.0,19.9,320.0,13.7
2652,79,3279,46,133,576,4113,21.0,0.9,10.0,0.4,14.0,0.6,48.0,2.1,230.0,10.0,290.0,12.6,616.0,26.9,514.0,22.4,307.0,13.4,244.0,10.6
2632,54,1212,56,156,474,1952,19.0,2.6,8.0,1.1,12.0,1.6,26.0,3.5,146.0,19.8,154.0,20.9,166.0,22.5,76.0,10.3,44.0,6.0,87.0,11.8
53956,15,417,21,62,139,654,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.1,17.0,17.3,16.0,16.3,23.0,23.5,10.0,10.2,7.0,7.1,19.0,19.4
53957,20,411,21,62,179,693,2.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,18.0,17.8,17.0,16.8,23.0,22.8,9.0,8.9,6.0,5.9,21.0,20.8
53959,17,421,19,67,132,656,2.0,1.9,1.0,1.0,1.0,1.0,3.0,2.9,13.0,12.5,19.0,18.3,25.0,24.0,11.0,10.6,4.0,3.8,25.0,24.0
2646,75,1766,45,117,504,2507,15.0,1.2,10.0,0.8,17.0,1.4,36.0,2.9,153.0,12.3,175.0,14.1,249.0,20.0,273.0,22.0,208.0,16.7,107.0,8.6
2645,60,1454,39,121,470,2144,11.0,1.1,12.0,1.2,9.0,0.9,28.0,2.8,143.0,14.1,161.0,15.9,164.0,16.2,166.0,16.4,192.0,19.0,125.0,12.4
2642,27,308,22,57,171,585,9.0,4.5,3.0,1.5,10.0,5.0,16.0,8.0,49.0,24.4,46.0,22.9,30.0,14.9,11.0,5.5,8.0,4.0,19.0,9.5
2636,36,629,24,71,241,1001,11.0,4.0,1.0,0.4,5.0,1.8,20.0,7.3,41.0,14.9,60.0,21.8,46.0,16.7,59.0,21.5,6.0,2.2,26.0,9.5
2639,32,428,16,69,208,753,11.0,4.9,0.0,0.0,5.0,2.2,24.0,10.7,42.0,18.8,59.0,26.3,43.0,19.2,15.0,6.7,8.0,3.6,17.0,7.6
2647,41,685,17,81,433,1257,9.0,1.9,6.0,1.2,8.0,1.6,18.0,3.7,52.0,10.7,92.0,18.9,98.0,20.2,91.0,18.7,75.0,15.4,37.0,7.6
43702,14,50,7,50,81,202,2.0,6.9,0.0,0.0,0.0,0.0,2.0,6.9,7.0,24.1,6.0,20.7,3.0,10.3,1.0,3.4,1.0,3.4,7.0,24.1
4158,52,2489,28,60,804,3433,47.0,2.7,52.0,3.0,88.0,5.1,169.0,9.8,398.0,23.1,458.0,26.6,284.0,16.5,111.0,6.4,59.0,3.4,58.0,3.4
3385,352,2247,211,242,1425,4477,64.0,4.2,49.0,3.2,65.0,4.3,151.0,9.9,205.0,13.5,305.0,20.1,306.0,20.1,171.0,11.3,73.0,4.8,130.0,8.6
3538,436,2643,226,230,1360,4895,49.0,2.8,44.0,2.5,69.0,4.0,143.0,8.2,259.0,14.9,378.0,21.8,361.0,20.8,202.0,11.6,118.0,6.8,113.0,6.5
3999,743,3286,368,322,2166,6885,58.0,2.6,47.0,2.1,63.0,2.8,135.0,6.1,298.0,13.4,453.0,20.4,525.0,23.6,300.0,13.5,152.0,6.8,189.0,8.5
20377,1088,6328,458,332,2467,10673,60.0,1.4,44.0,1.0,75.0,1.7,128.0,2.9,400.0,9.0,653.0,14.7,1121.0,25.3,880.0,19.9,523.0,11.8,548.0,12.4
36525,5600,29211,2246,7488,21525,66070,609.0,2.5,766.0,3.1,1366.0,5.5,2608.0,10.5,3952.0,16.0,5813.0,23.5,5435.0,21.9,2652.0,10.7,883.0,3.6,686.0,2.8
58577,11,22,6,66,44,149,2.0,18.2,0.0,0.0,1.0,9.1,1.0,9.1,0.0,0.0,2.0,18.2,2.0,18.2,0.0,0.0,1.0,9.1,2.0,18.2
6771,35,561,24,116,205,941,10.0,5.1,6.0,3.0,4.0,2.0,11.0,5.6,28.0,14.2,43.0,21.8,32.0,16.2,19.0,9.6,17.0,8.6,27.0,13.7
38668,38286,370161,15784,17232,167938,609401,654.0,0.2,502.0,0.2,1109.0,0.4,2624.0,0.9,6353.0,2.1,17673.0,5.8,58909.0,19.3,111855.0,36.6,72688.0,23.8,33278.0,10.9
57779,1,0,5,1,31787,31794,,,,,,,,,,,,,,,,,,,,
41053,1419,43430,561,428,13385,59223,100.0,0.3,75.0,0.2,146.0,0.5,472.0,1.5,2120.0,6.9,5759.0,18.6,11606.0,37.6,6447.0,20.9,2455.0,7.9,1725.0,5.6
29349,11,161,5,48,88,313,13.0,10.7,5.0,4.1,12.0,9.9,25.0,20.7,24.0,19.8,22.0,18.2,8.0,6.6,0.0,0.0,0.0,0.0,12.0,9.9
37520,130491,791149,58084,43218,311675,1334617,752.0,0.1,530.0,0.1,1328.0,0.2,3906.0,0.6,11475.0,1.7,33001.0,4.9,111418.0,16.4,223425.0,32.9,182633.0,26.9,111564.0,16.4
11471,171,3494,111,227,2027,6030,55.0,2.4,49.0,2.2,81.0,3.6,205.0,9.0,559.0,24.6,686.0,30.2,358.0,15.8,120.0,5.3,63.0,2.8,93.0,4.1
5760,1545,9042,999,1148,11940,24674,73.0,1.1,26.0,0.4,72.0,1.1,171.0,2.5,474.0,7.0,996.0,14.8,1842.0,27.3,1324.0,19.6,1015.0,15.1,750.0,11.1
1337,278,1388,247,460,2549,4922,35.0,2.9,10.0,0.8,35.0,2.9,88.0,7.2,139.0,11.3,211.0,17.2,198.0,16.1,198.0,16.1,208.0,17.0,105.0,8.6
9493,1377,7002,1056,2265,7752,19452,138.0,2.1,152.0,2.3,246.0,3.8,478.0,7.3,826.0,12.7,1309.0,20.0,1639.0,25.1,1012.0,15.5,454.0,7.0,275.0,4.2
24663,52,245,27,104,380,808,22.0,13.9,2.0,1.3,4.0,2.5,14.0,8.9,25.0,15.8,29.0,18.4,25.0,15.8,7.0,4.4,10.0,6.3,20.0,12.7
59779,7,28,6,22,42,105,2.0,20.0,1.0,10.0,0.0,0.0,2.0,20.0,1.0,10.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
55423,4,136,2,13,22,177,1.0,1.0,4.0,4.1,0.0,0.0,11.0,11.2,19.0,19.4,30.0,30.6,18.0,18.4,8.0,8.2,0.0,0.0,7.0,7.1
53421,24509,112328,4939,11269,51869,204914,354.0,0.4,402.0,0.4,924.0,1.0,2385.0,2.6,7203.0,7.8,17721.0,19.3,32409.0,35.2,18289.0,19.9,6934.0,7.5,5407.0,5.9
48517,92,168,40,148,222,670,14.0,9.0,2.0,1.3,10.0,6.4,16.0,10.3,25.0,16.0,29.0,18.6,21.0,13.5,10.0,6.4,3.0,1.9,26.0,16.7
25299,24,93,8,92,126,343,6.0,12.0,0.0,0.0,2.0,4.0,3.0,6.0,11.0,22.0,6.0,12.0,9.0,18.0,0.0,0.0,0.0,0.0,13.0,26.0
40694,9,217,5,30,37,298,10.0,7.0,6.0,4.2,14.0,9.9,30.0,21.1,38.0,26.8,23.0,16.2,10.0,7.0,2.0,1.4,0.0,0.0,9.0,6.3
38007,18,54,11,75,100,258,3.0,8.3,0.0,0.0,0.0,0.0,5.0,13.9,7.0,19.4,6.0,16.7,5.0,13.9,0.0,0.0,0.0,0.0,10.0,27.8
20077,32,210,21,125,161,549,24.0,20.0,2.0,1.7,8.0,6.7,4.0,3.3,24.0,20.0,17.0,14.2,11.0,9.2,6.0,5.0,7.0,5.8,17.0,14.2
20083,54,189,20,108,283,654,13.0,10.2,9.0,7.1,10.0,7.9,7.0,5.5,16.0,12.6,15.0,11.8,16.0,12.6,14.0,11.0,5.0,3.9,22.0,17.3
61778,34,0,4,106,82,226,3.0,27.3,0.0,0.0,0.0,0.0,2.0,18.2,1.0,9.1,0.0,0.0,2.0,18.2,0.0,0.0,1.0,9.1,2.0,18.2
62321,6,91,4,5,8,114,1.0,1.5,2.0,3.0,0.0,0.0,4.0,6.1,11.0,16.7,22.0,33.3,13.0,19.7,5.0,7.6,6.0,9.1,2.0,3.0
56931,3,33,5,28,19,88,2.0,12.5,0.0,0.0,1.0,6.3,1.0,6.3,5.0,31.3,1.0,6.3,2.0,12.5,0.0,0.0,0.0,0.0,4.0,25.0
1684,349,2689,248,331,2242,5859,34.0,1.6,15.0,0.7,23.0,1.1,61.0,2.8,152.0,7.0,270.0,12.4,438.0,20.1,466.0,21.3,430.0,19.7,294.0,13.5
47017,3,28,2,26,17,76,1.0,5.9,0.0,0.0,0.0,0.0,3.0,17.6,2.0,11.8,3.0,17.6,3.0,17.6,0.0,0.0,0.0,0.0,5.0,29.4
47298,3,31,4,32,16,86,2.0,10.5,0.0,0.0,0.0,0.0,2.0,10.5,1.0,5.3,5.0,26.3,2.0,10.5,1.0,5.3,0.0,0.0,6.0,31.6
45978,3,29,0,34,25,91,1.0,6.7,0.0,0.0,0.0,0.0,2.0,13.3,2.0,13.3,3.0,20.0,1.0,6.7,0.0,0.0,0.0,0.0,6.0,40.0
45738,2,30,2,32,16,82,2.0,11.8,0.0,0.0,0.0,0.0,2.0,11.8,1.0,5.9,1.0,5.9,4.0,23.5,0.0,0.0,0.0,0.0,7.0,41.2
45736,2,28,1,32,16,79,2.0,13.3,0.0,0.0,0.0,0.0,2.0,13.3,1.0,6.7,1.0,6.7,3.0,20.0,0.0,0.0,0.0,0.0,6.0,40.0
45734,2,28,2,32,16,80,2.0,13.3,0.0,0.0,0.0,0.0,3.0,20.0,1.0,6.7,1.0,6.7,2.0,13.3,0.0,0.0,0.0,0.0,6.0,40.0
45740,2,29,1,30,18,80,2.0,12.5,0.0,0.0,0.0,0.0,2.0,12.5,0.0,0.0,2.0,12.5,3.0,18.8,0.0,0.0,0.0,0.0,7.0,43.8
45747,2,28,2,31,16,79,2.0,13.3,0.0,0.0,0.0,0.0,2.0,13.3,2.0,13.3,1.0,6.7,2.0,13.3,0.0,0.0,0.0,0.0,6.0,40.0
45735,2,29,1,29,18,79,2.0,13.3,0.0,0.0,0.0,0.0,2.0,13.3,0.0,0.0,3.0,20.0,1.0,6.7,0.0,0.0,0.0,0.0,7.0,46.7
45749,2,29,2,31,16,80,2.0,12.5,0.0,0.0,0.0,0.0,2.0,12.5,1.0,6.3,2.0,12.5,3.0,18.8,0.0,0.0,0.0,0.0,6.0,37.5
45748,2,27,2,31,16,78,2.0,12.5,0.0,0.0,0.0,0.0,2.0,12.5,2.0,12.5,1.0,6.3,2.0,12.5,1.0,6.3,0.0,0.0,6.0,37.5
45743,2,27,2,31,16,78,2.0,13.3,0.0,0.0,0.0,0.0,2.0,13.3,1.0,6.7,1.0,6.7,2.0,13.3,1.0,6.7,0.0,0.0,6.0,40.0
45741,2,28,2,31,16,79,2.0,13.3,0.0,0.0,0.0,0.0,2.0,13.3,2.0,13.3,1.0,6.7,1.0,6.7,0.0,0.0,0.0,0.0,7.0,46.7
45733,2,27,2,33,15,79,2.0,14.3,0.0,0.0,0.0,0.0,2.0,14.3,3.0,21.4,1.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.9
45737,3,28,2,32,15,80,2.0,12.5,0.0,0.0,0.0,0.0,2.0,12.5,2.0,12.5,1.0,6.3,3.0,18.8,0.0,0.0,0.0,0.0,6.0,37.5
45746,2,28,2,32,16,80,2.0,13.3,0.0,0.0,0.0,0.0,3.0,20.0,1.0,6.7,1.0,6.7,2.0,13.3,0.0,0.0,0.0,0.0,6.0,40.0
45739,3,28,2,31,16,80,2.0,12.5,0.0,0.0,0.0,0.0,2.0,12.5,2.0,12.5,2.0,12.5,2.0,12.5,0.0,0.0,0.0,0.0,6.0,37.5
45744,3,27,2,31,16,79,2.0,13.3,0.0,0.0,0.0,0.0,2.0,13.3,0.0,0.0,3.0,20.0,2.0,13.3,0.0,0.0,0.0,0.0,6.0,40.0
45012,5,34,2,31,31,103,2.0,10.5,0.0,0.0,1.0,5.3,2.0,10.5,3.0,15.8,5.0,26.3,1.0,5.3,0.0,0.0,0.0,0.0,5.0,26.3
41078,233,349,50,138,333,1103,17.0,6.3,17.0,6.3,15.0,5.6,25.0,9.3,32.0,11.9,64.0,23.9,38.0,14.2,22.0,8.2,7.0,2.6,31.0,11.6
41079,88,164,32,78,187,549,6.0,5.1,8.0,6.8,5.0,4.2,7.0,5.9,15.0,12.7,25.0,21.2,19.0,16.1,14.0,11.9,5.0,4.2,14.0,11.9
41081,55,139,15,69,172,450,5.0,5.2,6.0,6.2,1.0,1.0,6.0,6.2,12.0,12.4,23.0,23.7,16.0,16.5,11.0,11.3,4.0,4.1,13.0,13.4
45448,55,127,12,73,145,412,8.0,9.1,5.0,5.7,2.0,2.3,5.0,5.7,6.0,6.8,18.0,20.5,17.0,19.3,10.0,11.4,3.0,3.4,14.0,15.9
52378,24,77,8,42,81,232,2.0,3.9,3.0,5.9,0.0,0.0,4.0,7.8,2.0,3.9,13.0,25.5,9.0,17.6,9.0,17.6,1.0,2.0,8.0,15.7
44440,15,89,4,42,43,193,2.0,3.1,0.0,0.0,0.0,0.0,5.0,7.7,3.0,4.6,9.0,13.8,11.0,16.9,11.0,16.9,4.0,6.2,20.0,30.8
44441,6,51,1,41,26,125,2.0,6.1,0.0,0.0,0.0,0.0,4.0,12.1,3.0,9.1,4.0,12.1,3.0,9.1,2.0,6.1,3.0,9.1,12.0,36.4
44444,5,49,5,48,42,149,3.0,11.1,0.0,0.0,0.0,0.0,5.0,18.5,0.0,0.0,6.0,22.2,3.0,11.1,0.0,0.0,0.0,0.0,10.0,37.0
44445,4,42,1,40,25,112,2.0,8.0,0.0,0.0,0.0,0.0,5.0,20.0,1.0,4.0,4.0,16.0,4.0,16.0,0.0,0.0,0.0,0.0,9.0,36.0
44446,4,45,4,46,41,140,2.0,8.3,0.0,0.0,0.0,0.0,5.0,20.8,2.0,8.3,4.0,16.7,1.0,4.2,0.0,0.0,1.0,4.2,9.0,37.5
44447,4,34,2,41,27,108,2.0,9.5,0.0,0.0,0.0,0.0,5.0,23.8,2.0,9.5,3.0,14.3,0.0,0.0,1.0,4.8,0.0,0.0,8.0,38.1
44448,6,39,2,39,36,122,2.0,10.0,0.0,0.0,0.0,0.0,4.0,20.0,1.0,5.0,4.0,20.0,3.0,15.0,0.0,0.0,0.0,0.0,6.0,30.0
47462,4,31,0,36,21,92,1.0,6.3,0.0,0.0,0.0,0.0,3.0,18.8,1.0,6.3,4.0,25.0,1.0,6.3,0.0,0.0,0.0,0.0,6.0,37.5
44449,5,40,3,43,37,128,2.0,8.3,0.0,0.0,0.0,0.0,6.0,25.0,0.0,0.0,5.0,20.8,5.0,20.8,0.0,0.0,0.0,0.0,6.0,25.0
50021,547,1046,177,578,1804,4152,43.0,4.3,35.0,3.5,68.0,6.8,117.0,11.7,231.0,23.2,233.0,23.4,127.0,12.8,67.0,6.7,18.0,1.8,57.0,5.7
21335,446,2048,434,848,2136,5912,108.0,5.5,142.0,7.2,226.0,11.5,379.0,19.2,498.0,25.3,312.0,15.8,181.0,9.2,57.0,2.9,27.0,1.4,42.0,2.1
37496,3358,15692,1630,3917,13805,38402,115.0,0.9,158.0,1.2,257.0,1.9,649.0,4.8,1500.0,11.1,2728.0,20.2,4231.0,31.3,2354.0,17.4,922.0,6.8,615.0,4.5
38895,359,4579,171,146,2430,7685,29.0,0.9,11.0,0.3,29.0,0.9,70.0,2.2,225.0,7.1,519.0,16.4,1088.0,34.3,696.0,22.0,265.0,8.4,237.0,7.5
29605,89,173,39,94,301,696,17.0,9.3,11.0,6.0,9.0,4.9,22.0,12.1,18.0,9.9,23.0,12.6,33.0,18.1,17.0,9.3,7.0,3.8,25.0,13.7
10838,684,6541,433,1249,3832,12739,179.0,3.2,273.0,4.9,422.0,7.6,726.0,13.1,1227.0,22.1,1274.0,22.9,852.0,15.3,369.0,6.6,115.0,2.1,122.0,2.2
27577,25,160,25,156,167,533,12.0,14.6,2.0,2.4,9.0,11.0,4.0,4.9,22.0,26.8,10.0,12.2,5.0,6.1,1.0,1.2,4.0,4.9,13.0,15.9
8478,66,149,22,111,222,570,17.0,15.5,4.0,3.6,7.0,6.4,8.0,7.3,23.0,20.9,18.0,16.4,11.0,10.0,7.0,6.4,2.0,1.8,13.0,11.8
20009,31,177,38,131,163,540,19.0,19.6,2.0,2.1,5.0,5.2,5.0,5.2,17.0,17.5,12.0,12.4,11.0,11.3,4.0,4.1,2.0,2.1,20.0,20.6
6848,33,748,10,57,131,979,41.0,8.0,27.0,5.3,52.0,10.1,83.0,16.1,161.0,31.3,86.0,16.7,37.0,7.2,11.0,2.1,4.0,0.8,12.0,2.3
39404,7,39,8,57,38,149,3.0,12.5,0.0,0.0,0.0,0.0,2.0,8.3,4.0,16.7,3.0,12.5,4.0,16.7,0.0,0.0,0.0,0.0,8.0,33.3
34224,10,140,10,47,68,275,15.0,14.7,4.0,3.9,6.0,5.9,14.0,13.7,23.0,22.5,23.0,22.5,6.0,5.9,2.0,2.0,0.0,0.0,9.0,8.8
39408,9,69,10,58,49,195,5.0,10.6,2.0,4.3,0.0,0.0,8.0,17.0,5.0,10.6,15.0,31.9,2.0,4.3,1.0,2.1,0.0,0.0,9.0,19.1
5872,36,1008,8,67,149,1268,45.0,6.6,46.0,6.7,62.0,9.1,111.0,16.2,172.0,25.1,133.0,19.4,67.0,9.8,21.0,3.1,8.0,1.2,20.0,2.9
39505,6,47,4,57,48,162,6.0,22.2,0.0,0.0,0.0,0.0,1.0,3.7,8.0,29.6,1.0,3.7,3.0,11.1,0.0,0.0,0.0,0.0,8.0,29.6
2950,471,19446,256,272,8038,28483,51.0,0.4,74.0,0.5,147.0,1.0,385.0,2.6,1316.0,9.0,2637.0,18.1,4530.0,31.1,2647.0,18.2,1589.0,10.9,1181.0,8.1
7498,54,1141,16,89,247,1547,47.0,6.0,34.0,4.4,41.0,5.3,76.0,9.8,208.0,26.8,172.0,22.1,110.0,14.2,37.0,4.8,16.0,2.1,36.0,4.6
5812,42,1199,8,69,133,1451,65.0,8.2,80.0,10.1,91.0,11.5,126.0,15.9,216.0,27.3,110.0,13.9,66.0,8.3,9.0,1.1,9.0,1.1,19.0,2.4
3842,105,1761,59,112,1323,3360,29.0,2.1,13.0,0.9,31.0,2.2,64.0,4.5,196.0,13.9,279.0,19.7,278.0,19.7,211.0,14.9,200.0,14.2,112.0,7.9
28827,22,413,11,62,98,606,29.0,10.7,17.0,6.3,26.0,9.6,44.0,16.2,71.0,26.2,36.0,13.3,25.0,9.2,6.0,2.2,1.0,0.4,16.0,5.9
56650,2,28,6,39,21,96,0.0,0.0,1.0,7.7,1.0,7.7,2.0,15.4,2.0,15.4,2.0,15.4,1.0,7.7,0.0,0.0,0.0,0.0,4.0,30.8
13407,19,437,8,40,146,650,19.0,6.3,11.0,3.6,21.0,6.9,30.0,9.9,70.0,23.1,69.0,22.8,55.0,18.2,14.0,4.6,3.0,1.0,11.0,3.6
45754,3,28,1,30,15,77,1.0,6.7,0.0,0.0,0.0,0.0,2.0,13.3,1.0,6.7,3.0,20.0,3.0,20.0,0.0,0.0,0.0,0.0,5.0,33.3
47345,2,27,2,32,13,76,1.0,7.1,0.0,0.0,0.0,0.0,2.0,14.3,1.0,7.1,2.0,14.3,1.0,7.1,1.0,7.1,0.0,0.0,6.0,42.9
46746,3,27,2,33,21,86,1.0,7.1,0.0,0.0,0.0,0.0,2.0,14.3,1.0,7.1,3.0,21.4,0.0,0.0,1.0,7.1,0.0,0.0,6.0,42.9
46057,4,33,1,32,20,90,2.0,10.5,0.0,0.0,0.0,0.0,3.0,15.8,1.0,5.3,4.0,21.1,3.0,15.8,0.0,0.0,0.0,0.0,6.0,31.6
18795,41,672,16,88,237,1054,29.0,6.6,33.0,7.5,47.0,10.7,79.0,18.0,138.0,31.5,57.0,13.0,26.0,5.9,11.0,2.5,4.0,0.9,14.0,3.2
43640,5,92,0,26,29,152,7.0,10.6,3.0,4.5,5.0,7.6,9.0,13.6,19.0,28.8,12.0,18.2,4.0,6.1,0.0,0.0,1.0,1.5,6.0,9.1
2166,1169,17259,1031,1240,8831,29530,81.0,0.6,96.0,0.7,176.0,1.3,583.0,4.2,1606.0,11.6,3027.0,21.9,4068.0,29.5,2438.0,17.7,1230.0,8.9,505.0,3.7
6680,55,1336,19,85,744,2239,36.0,3.8,24.0,2.6,41.0,4.4,75.0,8.0,170.0,18.1,216.0,23.0,197.0,20.9,97.0,10.3,41.0,4.4,44.0,4.7
56779,1108,801,324,207,824,3264,33.0,2.9,25.0,2.2,58.0,5.1,81.0,7.2,180.0,15.9,265.0,23.5,251.0,22.2,103.0,9.1,59.0,5.2,75.0,6.6
38145,15247,118196,6459,7798,60364,208064,164.0,0.2,148.0,0.2,316.0,0.3,914.0,1.0,3593.0,3.8,9540.0,10.0,26642.0,27.8,30395.0,31.8,14253.0,14.9,9729.0,10.2
30346,6265,206222,1615,1808,73092,289002,594.0,0.4,312.0,0.2,523.0,0.3,1287.0,0.8,3494.0,2.3,8696.0,5.6,24615.0,15.9,41487.0,26.8,36586.0,23.7,37092.0,24.0
4842,204,1056,116,179,1076,2631,40.0,5.1,36.0,4.6,26.0,3.3,67.0,8.6,122.0,15.7,120.0,15.4,161.0,20.7,129.0,16.6,28.0,3.6,50.0,6.4
5647,136,886,78,148,990,2238,37.0,5.7,30.0,4.6,35.0,5.4,56.0,8.6,117.0,18.0,74.0,11.4,135.0,20.8,104.0,16.0,16.0,2.5,46.0,7.1
50958,886,1337,275,236,1288,4022,26.0,1.9,22.0,1.6,35.0,2.6,96.0,7.1,174.0,12.9,316.0,23.4,281.0,20.8,217.0,16.0,77.0,5.7,109.0,8.1
4841,198,927,92,161,920,2298,37.0,5.9,31.0,5.0,27.0,4.3,79.0,12.6,151.0,24.2,103.0,16.5,65.0,10.4,80.0,12.8,13.0,2.1,39.0,6.2
3558,275,1423,130,227,1547,3602,47.0,4.7,49.0,4.9,59.0,5.8,113.0,11.2,202.0,20.0,179.0,17.7,141.0,14.0,126.0,12.5,31.0,3.1,63.0,6.2
37150,4128,17725,737,1237,9300,33127,206.0,1.6,128.0,1.0,147.0,1.1,203.0,1.5,485.0,3.7,963.0,7.3,2488.0,18.9,3560.0,27.1,2176.0,16.5,2803.0,21.3
37822,10537,6417,1054,1085,4239,23332,256.0,2.5,150.0,1.5,122.0,1.2,128.0,1.3,235.0,2.3,545.0,5.3,1264.0,12.4,2455.0,24.1,2112.0,20.7,2940.0,28.8
51836,4186,0,299,282,1514,6281,45.0,2.5,8.0,0.5,12.0,0.7,22.0,1.2,50.0,2.8,80.0,4.5,237.0,13.3,458.0,25.8,333.0,18.8,531.0,29.9
57469,41,342,18,42,120,563,3.0,1.4,1.0,0.5,2.0,0.9,1.0,0.5,5.0,2.3,9.0,4.1,31.0,14.3,47.0,21.7,33.0,15.2,85.0,39.2
61748,89,292,17,43,566,1007,1.0,0.5,1.0,0.5,1.0,0.5,3.0,1.5,6.0,3.0,13.0,6.6,44.0,22.3,60.0,30.5,26.0,13.2,42.0,21.3
58326,11,126,1,15,23,176,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.9,22.0,25.3,14.0,16.1,23.0,26.4,8.0,9.2,9.0,10.3,5.0,5.7
60107,6,88,1,9,12,116,1.0,1.5,0.0,0.0,0.0,0.0,8.0,11.9,11.0,16.4,15.0,22.4,22.0,32.8,6.0,9.0,3.0,4.5,1.0,1.5
40747,979,9926,331,440,13640,25316,350.0,4.7,326.0,4.4,507.0,6.8,955.0,12.8,1553.0,20.8,1683.0,22.5,1185.0,15.9,529.0,7.1,183.0,2.5,195.0,2.6
