mal_id,watching,completed,on_hold,dropped,plan_to_watch,total,score_1_votes,score_1_percentage,score_2_votes,score_2_percentage,score_3_votes,score_3_percentage,score_4_votes,score_4_percentage,score_5_votes,score_5_percentage,score_6_votes,score_6_percentage,score_7_votes,score_7_percentage,score_8_votes,score_8_percentage,score_9_votes,score_9_percentage,score_10_votes,score_10_percentage
59356,7,146,4,20,20,197,2.0,2.2,0.0,0.0,3.0,3.3,6.0,6.6,25.0,27.5,33.0,36.3,19.0,20.9,2.0,2.2,0.0,0.0,1.0,1.1
56036,21,770,8,29,113,941,5.0,1.0,6.0,1.2,8.0,1.6,14.0,2.8,50.0,9.9,138.0,27.4,144.0,28.6,81.0,16.1,17.0,3.4,40.0,8.0
2928,451,14953,302,349,6472,22527,101.0,1.0,93.0,1.0,164.0,1.7,457.0,4.7,1184.0,12.1,2054.0,21.1,2709.0,27.8,1500.0,15.4,875.0,9.0,608.0,6.2
3269,726,22790,452,537,9762,34267,120.0,0.8,156.0,1.0,260.0,1.7,560.0,3.6,1270.0,8.3,2457.0,16.0,4157.0,27.0,3075.0,20.0,1919.0,12.5,1400.0,9.1
4469,241,6918,182,266,3528,11135,83.0,1.9,104.0,2.4,182.0,4.2,292.0,6.8,683.0,15.8,888.0,20.6,871.0,20.2,592.0,13.7,308.0,7.1,315.0,7.3
454,325,15421,261,423,5027,21457,265.0,2.6,312.0,3.1,444.0,4.4,881.0,8.8,1662.0,16.6,2108.0,21.0,2008.0,20.0,1111.0,11.1,609.0,6.1,621.0,6.2
1143,360,17510,302,323,5847,24342,85.0,0.7,104.0,0.9,246.0,2.1,595.0,5.1,1718.0,14.8,2805.0,24.1,3274.0,28.2,1615.0,13.9,655.0,5.6,519.0,4.5
299,858,24478,1149,998,7504,34987,114.0,0.7,148.0,0.9,291.0,1.7,833.0,4.9,2375.0,13.9,3877.0,22.6,4696.0,27.4,2635.0,15.4,1229.0,7.2,932.0,5.4
9332,1156,28997,635,683,10752,42223,125.0,0.6,65.0,0.3,185.0,0.9,522.0,2.6,1646.0,8.1,3378.0,16.5,6199.0,30.4,4781.0,23.4,2025.0,9.9,1487.0,7.3
10390,247,4643,166,293,3487,8836,66.0,2.3,51.0,1.8,68.0,2.4,162.0,5.8,391.0,13.9,569.0,20.2,567.0,20.2,431.0,15.3,336.0,12.0,169.0,6.0
873,2835,47649,3201,4057,19128,76870,262.0,0.7,370.0,1.0,675.0,1.9,1660.0,4.6,3794.0,10.5,6623.0,18.3,10344.0,28.6,6780.0,18.7,3266.0,9.0,2445.0,6.8
48,9074,106273,9612,14267,51995,191221,775.0,0.9,1028.0,1.2,1808.0,2.1,4281.0,4.9,8876.0,10.2,14844.0,17.1,23210.0,26.7,17070.0,19.7,8766.0,10.1,6208.0,7.1
298,1812,49551,2055,2807,14310,70535,290.0,0.8,431.0,1.2,860.0,2.4,2007.0,5.5,4691.0,13.0,8028.0,22.2,10007.0,27.6,5661.0,15.6,2681.0,7.4,1541.0,4.3
1994,254,7691,197,278,4007,12427,96.0,2.0,105.0,2.2,222.0,4.6,367.0,7.6,847.0,17.6,1123.0,23.3,1061.0,22.0,505.0,10.5,241.0,5.0,246.0,5.1
11375,448,11580,277,341,6736,19382,73.0,0.9,62.0,0.8,129.0,1.6,280.0,3.5,621.0,7.7,1261.0,15.7,2285.0,28.4,1617.0,20.1,1066.0,13.3,642.0,8.0
1487,395,17749,289,316,6242,24991,104.0,0.9,119.0,1.0,254.0,2.1,571.0,4.8,1561.0,13.1,2553.0,21.5,3152.0,26.5,1893.0,15.9,1035.0,8.7,646.0,5.4
15219,215,4424,137,211,2841,7828,38.0,1.4,43.0,1.6,92.0,3.5,162.0,6.1,439.0,16.5,733.0,27.5,600.0,22.5,281.0,10.5,128.0,4.8,148.0,5.6
47653,45,75,5,55,75,255,4.0,8.9,0.0,0.0,1.0,2.2,5.0,11.1,4.0,8.9,13.0,28.9,6.0,13.3,3.0,6.7,3.0,6.7,6.0,13.3
52399,52,74,11,80,67,284,3.0,8.8,2.0,5.9,0.0,0.0,1.0,2.9,11.0,32.4,6.0,17.6,2.0,5.9,1.0,2.9,1.0,2.9,7.0,20.6
58985,1723,2777,444,1716,5615,12275,185.0,7.3,151.0,6.0,202.0,8.0,351.0,13.9,555.0,21.9,528.0,20.8,297.0,11.7,114.0,4.5,50.0,2.0,100.0,3.9
60425,415,1426,106,310,2132,4389,41.0,3.8,30.0,2.8,61.0,5.6,89.0,8.2,261.0,24.1,227.0,20.9,154.0,14.2,154.0,14.2,28.0,2.6,40.0,3.7
12763,104,344,85,257,482,1272,26.0,10.3,6.0,2.4,13.0,5.2,28.0,11.1,47.0,18.7,49.0,19.4,28.0,11.1,10.0,4.0,3.0,1.2,42.0,16.7
33978,54,247,13,91,150,555,16.0,10.1,5.0,3.1,6.0,3.8,16.0,10.1,46.0,28.9,28.0,17.6,16.0,10.1,2.0,1.3,1.0,0.6,23.0,14.5
29978,98,15174,35,163,796,16266,4018.0,34.7,1516.0,13.1,1316.0,11.4,1063.0,9.2,1790.0,15.5,739.0,6.4,388.0,3.4,150.0,1.3,74.0,0.6,520.0,4.5
11755,965,9897,326,441,9662,21291,97.0,1.4,112.0,1.6,223.0,3.1,465.0,6.5,938.0,13.1,1605.0,22.4,1902.0,26.6,1077.0,15.0,455.0,6.4,283.0,4.0
32737,69,884,30,131,606,1720,53.0,9.2,35.0,6.0,40.0,6.9,87.0,15.0,178.0,30.7,81.0,14.0,46.0,7.9,18.0,3.1,4.0,0.7,37.0,6.4
1583,1444,9181,953,1618,10291,23487,161.0,2.1,147.0,1.9,288.0,3.7,563.0,7.3,1268.0,16.4,1812.0,23.4,1812.0,23.4,897.0,11.6,531.0,6.9,254.0,3.3
3234,249,3398,109,162,2124,6042,49.0,2.0,33.0,1.4,70.0,2.9,164.0,6.8,376.0,15.7,619.0,25.8,558.0,23.3,303.0,12.6,99.0,4.1,129.0,5.4
28761,106,9015,45,142,1040,10348,760.0,11.7,523.0,8.0,497.0,7.6,741.0,11.4,1330.0,20.4,1066.0,16.4,783.0,12.0,442.0,6.8,149.0,2.3,216.0,3.3
5525,12607,133156,10287,15037,48136,219223,603.0,0.6,768.0,0.7,1623.0,1.5,3817.0,3.6,9507.0,8.9,16911.0,15.8,29011.0,27.1,22059.0,20.6,13073.0,12.2,9690.0,9.1
57313,7,211,2,21,16,257,5.0,3.5,0.0,0.0,7.0,4.9,9.0,6.3,36.0,25.0,36.0,25.0,11.0,7.6,18.0,12.5,3.0,2.1,19.0,13.2
57101,137,55,42,89,1083,1406,5.0,13.9,0.0,0.0,1.0,2.8,0.0,0.0,5.0,13.9,7.0,19.4,7.0,19.4,3.0,8.3,0.0,0.0,8.0,22.2
61749,14,34,4,40,47,139,1.0,5.3,0.0,0.0,0.0,0.0,1.0,5.3,6.0,31.6,5.0,26.3,3.0,15.8,0.0,0.0,1.0,5.3,2.0,10.5
1328,194,4166,65,125,2037,6587,34.0,1.0,24.0,0.7,65.0,2.0,153.0,4.6,482.0,14.6,810.0,24.5,908.0,27.4,427.0,12.9,264.0,8.0,143.0,4.3
58098,12,249,2,17,28,308,2.0,1.2,2.0,1.2,8.0,4.9,22.0,13.6,42.0,25.9,36.0,22.2,25.0,15.4,17.0,10.5,1.0,0.6,7.0,4.3
2730,557,7251,231,525,3250,11814,499.0,9.2,507.0,9.3,623.0,11.4,793.0,14.6,1092.0,20.0,869.0,15.9,499.0,9.2,238.0,4.4,116.0,2.1,213.0,3.9
6060,78,1398,38,116,790,2420,35.0,3.2,56.0,5.1,70.0,6.4,106.0,9.7,228.0,20.9,205.0,18.8,148.0,13.5,138.0,12.6,75.0,6.9,32.0,2.9
27853,18,75,5,66,69,233,9.0,21.4,0.0,0.0,3.0,7.1,6.0,14.3,3.0,7.1,4.0,9.5,3.0,7.1,0.0,0.0,0.0,0.0,14.0,33.3
54427,22,49,4,39,38,152,0.0,0.0,0.0,0.0,3.0,10.0,5.0,16.7,5.0,16.7,7.0,23.3,3.0,10.0,1.0,3.3,0.0,0.0,6.0,20.0
34190,15,134,16,114,107,386,8.0,10.1,1.0,1.3,3.0,3.8,9.0,11.4,16.0,20.3,12.0,15.2,7.0,8.9,2.0,2.5,1.0,1.3,20.0,25.3
36745,28,901,6,76,163,1174,79.0,11.8,45.0,6.7,71.0,10.6,86.0,12.9,196.0,29.3,83.0,12.4,48.0,7.2,19.0,2.8,11.0,1.6,31.0,4.6
36746,73,896,10,71,144,1194,65.0,9.9,32.0,4.9,55.0,8.4,75.0,11.4,199.0,30.3,125.0,19.1,42.0,6.4,26.0,4.0,9.0,1.4,28.0,4.3
36747,48,937,9,80,157,1231,66.0,9.8,37.0,5.5,51.0,7.6,88.0,13.1,201.0,29.9,103.0,15.3,59.0,8.8,31.0,4.6,11.0,1.6,25.0,3.7
27845,21,94,9,84,99,307,3.0,5.9,0.0,0.0,1.0,2.0,5.0,9.8,11.0,21.6,6.0,11.8,8.0,15.7,6.0,11.8,0.0,0.0,11.0,21.6
51271,31,101,13,67,81,293,1.0,1.7,1.0,1.7,2.0,3.3,3.0,5.0,14.0,23.3,15.0,25.0,6.0,10.0,4.0,6.7,1.0,1.7,13.0,21.7
57472,9,183,2,29,24,247,4.0,3.4,0.0,0.0,4.0,3.4,11.0,9.2,28.0,23.5,37.0,31.1,21.0,17.6,5.0,4.2,2.0,1.7,7.0,5.9
55408,8,290,0,23,41,362,3.0,1.4,3.0,1.4,10.0,4.8,27.0,12.9,60.0,28.6,49.0,23.3,34.0,16.2,10.0,4.8,4.0,1.9,10.0,4.8
7374,67,475,46,148,520,1256,23.0,7.3,24.0,7.6,28.0,8.9,42.0,13.3,80.0,25.3,45.0,14.2,32.0,10.1,10.0,3.2,5.0,1.6,27.0,8.5
35447,56,403,26,140,224,849,20.0,6.7,11.0,3.7,29.0,9.7,37.0,12.3,99.0,33.0,36.0,12.0,23.0,7.7,13.0,4.3,3.0,1.0,29.0,9.7
34052,318,1347,179,766,729,3339,66.0,4.7,58.0,4.2,86.0,6.2,189.0,13.5,288.0,20.6,183.0,13.1,177.0,12.7,165.0,11.8,109.0,7.8,75.0,5.4
39208,45,597,9,57,109,817,31.0,7.8,9.0,2.3,26.0,6.5,33.0,8.3,105.0,26.3,102.0,25.6,57.0,14.3,8.0,2.0,5.0,1.3,23.0,5.8
41380,27006,209950,7694,22838,56600,324088,1402.0,0.9,2066.0,1.3,4348.0,2.7,9590.0,5.9,20016.0,12.4,39145.0,24.2,47968.0,29.6,23029.0,14.2,8321.0,5.1,6051.0,3.7
44881,15370,119284,4074,6667,36714,182109,459.0,0.5,614.0,0.7,1374.0,1.6,3317.0,3.9,8110.0,9.5,18757.0,21.9,28592.0,33.4,15023.0,17.5,5285.0,6.2,4156.0,4.9
48976,170,2457,71,208,790,3696,42.0,3.2,12.0,0.9,30.0,2.3,77.0,5.9,241.0,18.5,370.0,28.3,241.0,18.5,138.0,10.6,37.0,2.8,118.0,9.0
5133,94,1499,39,130,758,2520,15.0,1.2,22.0,1.8,32.0,2.6,74.0,6.0,154.0,12.5,168.0,13.6,236.0,19.1,241.0,19.5,167.0,13.5,126.0,10.2
62045,5,38,2,4,4,53,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.7,9.0,32.1,8.0,28.6,3.0,10.7,4.0,14.3,0.0,0.0,1.0,3.6
61102,5,81,3,15,11,115,2.0,4.0,0.0,0.0,2.0,4.0,5.0,10.0,13.0,26.0,18.0,36.0,7.0,14.0,2.0,4.0,0.0,0.0,1.0,2.0
56934,21,145,3,22,25,216,1.0,1.2,1.0,1.2,2.0,2.5,7.0,8.6,26.0,32.1,28.0,34.6,7.0,8.6,2.0,2.5,1.0,1.2,6.0,7.4
48352,82,265,30,94,830,1301,10.0,5.2,8.0,4.2,14.0,7.3,12.0,6.3,41.0,21.4,39.0,20.3,27.0,14.1,17.0,8.9,5.0,2.6,19.0,9.9
49414,41,200,4,48,61,354,13.0,9.8,9.0,6.8,6.0,4.5,23.0,17.3,58.0,43.6,13.0,9.8,2.0,1.5,0.0,0.0,0.0,0.0,9.0,6.8
53917,34,473,1,29,99,636,5.0,1.7,4.0,1.4,7.0,2.4,9.0,3.1,53.0,18.5,72.0,25.1,81.0,28.2,28.0,9.8,14.0,4.9,14.0,4.9
1549,207,2626,120,176,2685,5814,30.0,1.5,19.0,0.9,30.0,1.5,68.0,3.4,220.0,10.9,312.0,15.5,461.0,22.9,399.0,19.8,296.0,14.7,182.0,9.0
3914,438,8378,183,283,7396,16678,151.0,2.4,169.0,2.7,212.0,3.4,418.0,6.8,918.0,14.8,1361.0,22.0,1367.0,22.1,871.0,14.1,394.0,6.4,330.0,5.3
48313,11,274,7,34,76,402,12.0,6.4,4.0,2.1,6.0,3.2,18.0,9.6,64.0,34.2,41.0,21.9,21.0,11.2,5.0,2.7,5.0,2.7,11.0,5.9
1901,350,6961,163,185,5803,13462,33.0,0.6,33.0,0.6,64.0,1.1,157.0,2.8,418.0,7.4,1000.0,17.6,1622.0,28.5,1243.0,21.9,652.0,11.5,461.0,8.1
6071,47,685,18,118,459,1327,17.0,3.2,6.0,1.1,12.0,2.3,55.0,10.4,57.0,10.8,56.0,10.6,110.0,20.8,112.0,21.1,86.0,16.2,19.0,3.6
58344,26,92,4,29,43,194,3.0,5.7,2.0,3.8,4.0,7.5,11.0,20.8,12.0,22.6,11.0,20.8,3.0,5.7,1.0,1.9,0.0,0.0,6.0,11.3
6072,60,493,18,110,272,953,11.0,7.0,2.0,1.3,7.0,4.5,23.0,14.6,31.0,19.7,32.0,20.4,15.0,9.6,8.0,5.1,9.0,5.7,19.0,12.1
39286,14,605,4,62,116,801,39.0,9.1,19.0,4.4,38.0,8.9,55.0,12.9,141.0,32.9,75.0,17.5,31.0,7.2,9.0,2.1,3.0,0.7,18.0,4.2
60145,8,231,3,19,25,286,2.0,1.2,2.0,1.2,7.0,4.3,17.0,10.6,31.0,19.3,42.0,26.1,25.0,15.5,17.0,10.6,8.0,5.0,10.0,6.2
51078,20,500,12,36,108,676,18.0,5.8,7.0,2.2,17.0,5.4,42.0,13.5,91.0,29.2,78.0,25.0,35.0,11.2,10.0,3.2,4.0,1.3,10.0,3.2
6682,9469,171771,6070,13277,43974,244561,2933.0,2.3,3932.0,3.0,6328.0,4.9,12321.0,9.5,20136.0,15.5,28429.0,21.9,28648.0,22.1,15264.0,11.8,6945.0,5.3,4897.0,3.8
20557,167,3012,191,334,1844,5548,136.0,7.4,84.0,4.5,121.0,6.5,192.0,10.4,477.0,25.8,354.0,19.1,221.0,12.0,112.0,6.1,62.0,3.4,90.0,4.9
7739,619,34760,341,463,5687,41870,883.0,3.7,1002.0,4.2,1191.0,5.0,2003.0,8.4,3629.0,15.2,4858.0,20.3,4604.0,19.3,2805.0,11.7,1434.0,6.0,1478.0,6.2
43858,10,74,1,59,43,187,3.0,6.4,2.0,4.3,1.0,2.1,6.0,12.8,6.0,12.8,3.0,6.4,3.0,6.4,14.0,29.8,2.0,4.3,7.0,14.9
43852,24,92,1,66,58,241,6.0,10.3,2.0,3.4,1.0,1.7,6.0,10.3,5.0,8.6,7.0,12.1,7.0,12.1,15.0,25.9,1.0,1.7,8.0,13.8
43912,10,126,1,49,33,219,9.0,10.3,4.0,4.6,12.0,13.8,16.0,18.4,24.0,27.6,13.0,14.9,2.0,2.3,0.0,0.0,0.0,0.0,7.0,8.0
29411,26,823,14,112,138,1113,60.0,10.6,55.0,9.7,57.0,10.1,131.0,23.1,144.0,25.4,63.0,11.1,21.0,3.7,9.0,1.6,0.0,0.0,27.0,4.8
23579,1468,7609,847,1014,3802,14740,109.0,1.7,108.0,1.7,217.0,3.5,406.0,6.5,1020.0,16.4,1478.0,23.7,1410.0,22.6,762.0,12.2,382.0,6.1,341.0,5.5
31319,337,3906,131,242,1775,6391,40.0,1.6,37.0,1.5,52.0,2.0,130.0,5.1,364.0,14.3,555.0,21.8,525.0,20.6,534.0,21.0,172.0,6.8,135.0,5.3
32601,2457,22435,1510,3432,7532,37366,274.0,1.6,266.0,1.5,486.0,2.8,1048.0,6.0,2636.0,15.1,4152.0,23.8,4236.0,24.3,2142.0,12.3,1212.0,7.0,967.0,5.6
33419,970,12624,466,918,4139,19117,122.0,1.4,126.0,1.4,151.0,1.7,436.0,4.9,1139.0,12.8,1955.0,21.9,2266.0,25.4,1437.0,16.1,749.0,8.4,527.0,5.9
51344,6,207,0,28,38,279,9.0,6.5,8.0,5.8,4.0,2.9,25.0,18.0,51.0,36.7,22.0,15.8,11.0,7.9,3.0,2.2,0.0,0.0,6.0,4.3
37065,19,463,4,72,80,638,50.0,15.5,31.0,9.6,38.0,11.8,75.0,23.2,74.0,22.9,16.0,5.0,16.0,5.0,3.0,0.9,1.0,0.3,19.0,5.9
5762,2737,14703,1157,1099,6335,26031,175.0,1.6,148.0,1.4,284.0,2.7,531.0,5.0,1258.0,11.8,1879.0,17.7,2598.0,24.4,1720.0,16.2,903.0,8.5,1133.0,10.7
18305,30,264,17,115,243,669,17.0,9.8,14.0,8.1,13.0,7.5,20.0,11.6,50.0,28.9,24.0,13.9,11.0,6.4,3.0,1.7,2.0,1.2,19.0,11.0
48881,8,400,1,24,35,468,11.0,4.1,10.0,3.7,11.0,4.1,29.0,10.7,61.0,22.6,62.0,23.0,36.0,13.3,13.0,4.8,8.0,3.0,29.0,10.7
38019,166,361,62,149,1237,1975,24.0,9.4,10.0,3.9,6.0,2.4,36.0,14.1,48.0,18.8,42.0,16.5,33.0,12.9,13.0,5.1,9.0,3.5,34.0,13.3
54041,6290,29205,1977,4223,18381,60076,125.0,0.5,131.0,0.5,369.0,1.4,983.0,3.9,2287.0,9.0,5257.0,20.6,8243.0,32.3,4732.0,18.6,2067.0,8.1,1301.0,5.1
48858,3784,13613,1148,3475,17266,39286,729.0,6.0,726.0,6.0,1028.0,8.5,1547.0,12.7,2708.0,22.3,2367.0,19.5,1421.0,11.7,603.0,5.0,304.0,2.5,710.0,5.8
35248,4685,24402,2780,8673,19305,59845,520.0,2.3,642.0,2.9,1120.0,5.0,2246.0,10.1,3664.0,16.5,4913.0,22.1,4623.0,20.8,2665.0,12.0,1078.0,4.8,787.0,3.5
51915,304,826,92,138,2106,3466,44.0,6.9,22.0,3.5,23.0,3.6,43.0,6.8,65.0,10.2,73.0,11.5,99.0,15.6,81.0,12.7,48.0,7.5,138.0,21.7
55204,8,255,2,30,35,330,14.0,7.9,5.0,2.8,13.0,7.3,41.0,23.2,49.0,27.7,33.0,18.6,13.0,7.3,3.0,1.7,0.0,0.0,6.0,3.4
30234,25,1424,8,70,201,1728,43.0,4.3,40.0,4.0,57.0,5.7,108.0,10.8,259.0,25.8,226.0,22.5,147.0,14.6,69.0,6.9,15.0,1.5,40.0,4.0
55003,2144,2,686,270,1169,4271,19.0,1.4,16.0,1.2,28.0,2.0,34.0,2.4,139.0,10.0,267.0,19.2,355.0,25.5,224.0,16.1,134.0,9.6,174.0,12.5
38756,13,687,2,49,82,833,70.0,13.9,78.0,15.5,70.0,13.9,91.0,18.1,102.0,20.3,45.0,9.0,20.0,4.0,7.0,1.4,0.0,0.0,19.0,3.8
56979,4,135,1,25,16,181,1.0,1.2,5.0,5.8,2.0,2.3,13.0,15.1,31.0,36.0,20.0,23.3,8.0,9.3,1.0,1.2,0.0,0.0,5.0,5.8
46003,74,568,45,128,682,1497,30.0,7.9,24.0,6.3,30.0,7.9,48.0,12.7,126.0,33.2,51.0,13.5,28.0,7.4,10.0,2.6,6.0,1.6,26.0,6.9
46004,71,597,48,129,774,1619,33.0,8.4,24.0,6.1,27.0,6.9,49.0,12.5,127.0,32.3,57.0,14.5,32.0,8.1,13.0,3.3,4.0,1.0,27.0,6.9
45585,86,726,50,148,860,1870,29.0,5.9,23.0,4.7,43.0,8.7,54.0,11.0,163.0,33.1,87.0,17.6,38.0,7.7,19.0,3.9,7.0,1.4,30.0,6.1
40679,14715,48903,5794,16809,32027,118248,548.0,1.1,784.0,1.6,1759.0,3.7,4122.0,8.6,8214.0,17.2,12371.0,25.9,11630.0,24.3,5011.0,10.5,1975.0,4.1,1441.0,3.0
46000,95,750,60,155,957,2017,34.0,6.8,22.0,4.4,35.0,7.0,55.0,11.0,156.0,31.3,83.0,16.7,46.0,9.2,23.0,4.6,9.0,1.8,35.0,7.0
53802,31209,45475,6260,10611,51849,145404,319.0,0.7,274.0,0.6,538.0,1.1,1188.0,2.5,2822.0,6.0,6201.0,13.2,14097.0,30.0,12257.0,26.1,5322.0,11.3,3984.0,8.5
60510,1,0,0,1,19380,19382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0
29347,77,1720,25,84,467,2373,72.0,6.5,58.0,5.2,64.0,5.8,126.0,11.4,396.0,35.8,200.0,18.1,104.0,9.4,45.0,4.1,12.0,1.1,28.0,2.5
59339,4,123,1,15,11,154,1.0,1.3,2.0,2.6,0.0,0.0,11.0,14.1,27.0,34.6,22.0,28.2,7.0,9.0,5.0,6.4,1.0,1.3,2.0,2.6
31874,14,479,6,83,85,667,40.0,12.7,33.0,10.5,37.0,11.7,55.0,17.5,73.0,23.2,38.0,12.1,11.0,3.5,2.0,0.6,2.0,0.6,24.0,7.6
54066,7,266,1,32,32,338,19.0,11.1,11.0,6.4,17.0,9.9,36.0,21.1,39.0,22.8,25.0,14.6,11.0,6.4,5.0,2.9,0.0,0.0,8.0,4.7
28339,53,2245,21,117,373,2809,170.0,10.9,166.0,10.6,163.0,10.4,274.0,17.5,381.0,24.4,224.0,14.3,108.0,6.9,25.0,1.6,11.0,0.7,41.0,2.6
32813,16,1065,4,63,107,1255,58.0,7.7,55.0,7.3,89.0,11.8,132.0,17.5,204.0,27.1,127.0,16.8,45.0,6.0,17.0,2.3,6.0,0.8,21.0,2.8
47210,5,44,1,47,33,130,2.0,9.5,1.0,4.8,0.0,0.0,2.0,9.5,3.0,14.3,3.0,14.3,3.0,14.3,0.0,0.0,0.0,0.0,7.0,33.3
16696,24,234,19,115,191,583,15.0,10.3,14.0,9.6,11.0,7.5,11.0,7.5,28.0,19.2,24.0,16.4,14.0,9.6,7.0,4.8,0.0,0.0,22.0,15.1
59539,5,106,1,17,11,140,6.0,8.6,11.0,15.7,9.0,12.9,10.0,14.3,15.0,21.4,9.0,12.9,7.0,10.0,2.0,2.9,0.0,0.0,1.0,1.4
60611,27,174,8,21,40,270,0.0,0.0,2.0,1.8,1.0,0.9,4.0,3.6,15.0,13.4,36.0,32.1,36.0,32.1,8.0,7.1,4.0,3.6,6.0,5.4
5628,93,804,58,196,422,1573,27.0,3.8,15.0,2.1,16.0,2.3,22.0,3.1,59.0,8.4,65.0,9.3,153.0,21.8,151.0,21.5,108.0,15.4,86.0,12.3
59847,13,52,10,34,37,146,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.4,7.0,25.9,3.0,11.1,7.0,25.9,2.0,7.4,3.0,11.1,3.0,11.1
6073,71,612,22,145,293,1143,12.0,3.0,11.0,2.8,14.0,3.5,25.0,6.3,40.0,10.1,34.0,8.6,104.0,26.3,103.0,26.1,27.0,6.8,25.0,6.3
6074,46,663,24,126,347,1206,13.0,2.9,3.0,0.7,6.0,1.3,31.0,6.9,42.0,9.3,48.0,10.7,105.0,23.3,83.0,18.4,85.0,18.9,34.0,7.6
2863,362,2511,163,274,1059,4369,50.0,3.0,55.0,3.3,87.0,5.2,164.0,9.9,359.0,21.6,376.0,22.7,281.0,16.9,130.0,7.8,47.0,2.8,111.0,6.7
51524,7,236,3,32,46,324,17.0,12.1,9.0,6.4,14.0,9.9,25.0,17.7,44.0,31.2,11.0,7.8,13.0,9.2,1.0,0.7,1.0,0.7,6.0,4.3
10139,43,302,17,153,238,753,40.0,21.4,3.0,1.6,4.0,2.1,11.0,5.9,40.0,21.4,20.0,10.7,24.0,12.8,6.0,3.2,5.0,2.7,34.0,18.2
35242,15,95,7,88,86,291,10.0,16.9,0.0,0.0,2.0,3.4,6.0,10.2,8.0,13.6,4.0,6.8,7.0,11.9,2.0,3.4,4.0,6.8,16.0,27.1
40148,3855,20672,1713,4150,19870,50260,202.0,1.1,220.0,1.2,437.0,2.4,1000.0,5.5,1905.0,10.4,3586.0,19.6,5028.0,27.5,3150.0,17.2,1599.0,8.8,1138.0,6.2
40924,196,5284,87,126,2795,8488,46.0,1.2,41.0,1.1,79.0,2.1,181.0,4.8,485.0,12.9,962.0,25.5,1087.0,28.8,466.0,12.4,184.0,4.9,239.0,6.3
62496,6,0,2,0,652,660,,,,,,,,,,,,,,,,,,,,
48010,23,44,2,64,44,177,4.0,16.7,3.0,12.5,0.0,0.0,2.0,8.3,2.0,8.3,2.0,8.3,1.0,4.2,1.0,4.2,0.0,0.0,9.0,37.5
47426,22,232,6,66,109,435,15.0,9.1,8.0,4.9,8.0,4.9,22.0,13.4,39.0,23.8,37.0,22.6,14.0,8.5,4.0,2.4,4.0,2.4,13.0,7.9
54453,4,59,1,39,44,147,3.0,10.3,3.0,10.3,1.0,3.4,4.0,13.8,4.0,13.8,3.0,10.3,4.0,13.8,1.0,3.4,0.0,0.0,6.0,20.7
42845,46,247,2,42,56,393,5.0,3.4,3.0,2.0,15.0,10.1,22.0,14.8,43.0,28.9,31.0,20.8,20.0,13.4,3.0,2.0,0.0,0.0,7.0,4.7
15527,79,633,36,100,240,1088,42.0,8.8,48.0,10.1,63.0,13.3,81.0,17.1,109.0,22.9,71.0,14.9,26.0,5.5,9.0,1.9,4.0,0.8,22.0,4.6
52090,7,73,1,35,28,144,3.0,5.9,2.0,3.9,1.0,2.0,6.0,11.8,12.0,23.5,7.0,13.7,7.0,13.7,6.0,11.8,1.0,2.0,6.0,11.8
36840,2979,21252,930,2908,12990,41059,789.0,5.2,776.0,5.2,1007.0,6.7,1638.0,10.9,3033.0,20.1,3012.0,20.0,2153.0,14.3,1177.0,7.8,541.0,3.6,931.0,6.2
43888,37,52,2,57,47,195,6.0,20.0,1.0,3.3,0.0,0.0,3.0,10.0,2.0,6.7,8.0,26.7,2.0,6.7,0.0,0.0,1.0,3.3,7.0,23.3
49005,20,401,3,38,58,520,10.0,3.7,6.0,2.2,11.0,4.1,31.0,11.6,58.0,21.7,82.0,30.7,43.0,16.1,9.0,3.4,4.0,1.5,13.0,4.9
61637,0,0,0,0,2128,2128,,,,,,,,,,,,,,,,,,,,
57201,7,179,2,20,20,228,5.0,4.3,3.0,2.6,5.0,4.3,11.0,9.4,28.0,23.9,37.0,31.6,15.0,12.8,3.0,2.6,3.0,2.6,7.0,6.0
2864,230,1878,109,224,881,3322,84.0,6.8,63.0,5.1,108.0,8.7,180.0,14.6,295.0,23.9,214.0,17.3,130.0,10.5,65.0,5.3,31.0,2.5,66.0,5.3
12589,80,453,26,139,329,1027,17.0,5.8,1.0,0.3,22.0,7.5,25.0,8.6,59.0,20.2,61.0,20.9,43.0,14.7,19.0,6.5,16.0,5.5,29.0,9.9
2467,193,1604,143,362,808,3110,28.0,2.3,18.0,1.5,34.0,2.8,55.0,4.6,174.0,14.5,240.0,20.1,273.0,22.8,159.0,13.3,100.0,8.4,116.0,9.7
50208,582,2559,202,290,1534,5167,68.0,3.9,60.0,3.4,110.0,6.3,192.0,11.0,374.0,21.4,396.0,22.6,245.0,14.0,119.0,6.8,66.0,3.8,121.0,6.9
24783,20,753,11,88,105,977,58.0,11.5,56.0,11.1,71.0,14.1,100.0,19.8,122.0,24.2,49.0,9.7,15.0,3.0,7.0,1.4,1.0,0.2,25.0,5.0
31646,60191,328793,39541,27266,262734,718525,985.0,0.3,542.0,0.2,928.0,0.3,2342.0,0.8,6081.0,2.1,13854.0,4.7,40314.0,13.6,89277.0,30.2,87359.0,29.6,53702.0,18.2
